project name,compile,gradle version,flaky tests
viplavfauzdar/docker-live-reload-gradle,T,5.4.1,0
bedatadriven/renjin-gradle-plugin,T,6.6,no test
babocode/triangle_spring_rest,T,6.7.1,0
deekayex/SnakeGameDemo,T,7.2,0
Roccoxx/Platzi-market,T,6.8.3,0
gem-shubhamkumar/mobile-gemjar,T,7.4,no test
wahyd4/How-I-refactoring-an-exiting-project,F,1.8,N/A
clojuresque/common,F,2.7,N/A
slangeberg/spark-lab,F,4.7,N/A
karolmajta/ExampleAndroidProject,F,1.9,N/A
dev9com/gradle-example,F,,N/A
etiennestuder/gradle-build-scan-teamcity-plugin,T,7.6,error
vijaynyayapati/Selenium-grid-with-gradle,F,1.11,N/A
fidesmo/gradle-fidesmo-example,F,2.0,N/A
rslvn/bank-account-manager,T,5.4.1,0
Paul1365972/Ilblu:Ilblu,T,6.3,no test
Paul1365972/Ilblu:Ilblu-API,T,6.3,no test
Paul1365972/Ilblu:Paper-MojangAPI,T,6.3,no test
boothen/gradle-wsimport,T,6.7.1,0
kercheval/GradleCMPlugin,F,2.9,N/A
slimjar/slimjar:gradle-plugin,T,7.4.2,error
slimjar/slimjar:loader-agent,T,7.4.2,error
slimjar/slimjar:slimjar,T,7.4.2,error
slimjar/slimjar:slimjar-external,T,7.4.2,error
loopj/proguard-gradle-example,F,2.2,N/A
mini2Dx/parcl,T,5.4.1,0
killjoy1221/TabbyChat-2,F,3.3,N/A
djangofan/JmeterExample-withGradle,F,2.4,N/A
mikanbako/sphinx-gradle-plugin,T,2.9,error
muumin/gradle-redmine-sample,F,,N/A
PaicHyperionDev/HotFixGradle,T,2.8,error
HaneServer/OutsideCommander,T,7.5,error
muhammed-ahmad/CodesTesting,T,6.8,no test
bottom-software-foundation/bottom-java,T,6.7.1,0
ursinn/paper-nici-management,F,,N/A
michal-marciniec/mesh-drive:config-server,T,4.5.1,error
michal-marciniec/mesh-drive:gateway,T,4.5.1,error
michal-marciniec/mesh-drive:hello-service,T,4.5.1,error
michal-marciniec/mesh-drive:service-discovery,T,4.5.1,error
ynnckth/movies,T,4.8.1,error
EdgarArguelles/ragde_java_api,T,6.7.1,error
sean-huni/pi,F,4.8,N/A
tommyettinger/libgdx-library-template,T,7.5.1,no test
iglu/modular-monolith:boot,T,4.5.1,error
iglu/modular-monolith:mod-simple,T,4.5.1,no test
iglu/modular-monolith:mod-translated,T,4.5.1,error
iglu/modular-monolith:mod-translated-de,T,4.5.1,error
iglu/modular-monolith:mod-translated-en,T,4.5.1,error
iglu/modular-monolith:mod-translated-et,T,4.5.1,error
iglu/modular-monolith:mod-web,T,4.5.1,error
humbinal/i18n-message-plugin,F,6.9.1,N/A
spasam/spring-boot-build-info,T,5.2.1,no test
AuraDevelopmentTeam/VersionLib,F,4.10.3,N/A
christophpickl/gadsu,T,4.9,error
dreamscale-io/gridtime,F,2.14.1,N/A
peteanusergiu/bootgradledocker,F,2.7,N/A
orzeh/spring-boot-gradle-docker-sample,T,2.13,0
danveloper/gradle-py,T,2.14,error
choe061/spring-demo,T,3.1,error
sogis/gretl-v1:gretl,T,4.3,error
tatools/sunshine:sunshine-core,T,5.0,error
tatools/sunshine:sunshine-core-deps,T,5.0,no test
tatools/sunshine:sunshine-junit4,T,5.0,error
tatools/sunshine:sunshine-junit4-integration-tests,T,5.0,error
tatools/sunshine:sunshine-junit5,T,5.0,error
tatools/sunshine:sunshine-junit5-integration-tests,T,5.0,error
tatools/sunshine:sunshine-testng,T,5.0,error
tatools/sunshine:sunshine-testng-integration-tests,T,5.0,error
zjiecode/javaweb-api-generate,F,4.5.1,N/A
rmangi/vertx-groovy-starter,F,1.2,N/A
sskorol/allure2-testng-report,F,4.0.1,N/A
crippin/grails3-herokuInit,T,3.5,error
nikmazur/api-rest-testing,F,7.5.1,N/A
El-Sam/flask-dummy-microservice,T,4.6,no test
franchoo/staff-payroll,T,4.8.1,0
Malinskiy/gitlog-gradle-plugin,F,1.12,N/A
garc33/gradle-github-plugin,F,,N/A
vbossica/gradle-glassfish3-plugin,F,,N/A
berinle/use-custom-gradle-plugin,F,,N/A
sagix/appaloosa-deploy,F,2.2,N/A
harshild/gradle-felix-example,F,,N/A
EddieRingle/HoloGraphLibrary,F,1.6,N/A
dhakehurst/net.akehurst.build.gradle,F,,N/A
lukosan/gradle-local-dependencies-plugin,F,,N/A
vjsantojaca/test-jdbc-gradle,T,2.3,no test
mpfau/mvn2gradle,F,,N/A
p14n/vertx-gradle-clojure,F,1.4,N/A
ldaley/gradle-plugin-portal,F,1.4,N/A
TrustSource/ts-gradle-plugin,F,2.12,N/A
csquire/swf-flow-gradle,T,3.0,error
nickcharles/gradle-yarn-run-plugin,T,3.3,error
nikai1006/gradle_mutil,F,,N/A
Easy-doc/easydoc-gradle-plugin,F,,N/A
yanghs88/spring-database,T,5.4.1,0
RUB-Bioinf/OmniNeuroDatabaseClient,F,4.8.1,N/A
jvalentino/gradlebook-04.10-other-plugins,T,4.3,error
jvalentino/gradlebook-04.07-files-demo,T,4.3,error
sharmar0790/spring-boot-gradle-service-skeleton:application,T,6.8.2,no test
sharmar0790/spring-boot-gradle-service-skeleton:common,T,6.8.2,no test
sharmar0790/spring-boot-gradle-service-skeleton:controller,T,6.8.2,no test
sharmar0790/spring-boot-gradle-service-skeleton:domain,T,6.8.2,no test
sharmar0790/spring-boot-gradle-service-skeleton:repository,T,6.8.2,no test
sharmar0790/spring-boot-gradle-service-skeleton:service,T,6.8.2,no test
jskim1991/tdd-spring-boot-books-gradle:integration-test,T,6.8.3,no test
Kuangcp/mythpoi,F,,N/A
EthanJoyce/GradleBungeePluginTemplate,F,,N/A
rogerwelin/springboot-change-loglevel-runtime,F,,N/A
moatazeldebsy/appium-github-actions-integration,T,7.5.1,0
willis7/utPLSQL-gradle-plugin,T,6.0.1,0
rezpilehvar/keyword-changer-gradle-plugin,F,7.0.2,N/A
project-aries/gradle-docker-applications-plugin,T,5.5.1,no test
SpinalHDL/SpinalTemplateGradle,T,7.0.2,no test
viridiansoftware/gradle-desugar-task,T,5.6.4,no test
avaje/openapi-gradle-plugin,T,5.4.1,no test
Gab-Sire/spring-gradle-openapi-demo,T,6.3,0
abhisheksharma18021999/RestApi_Gradle,T,5.2.1,no test
ferigma/dbunit-gradle-plugin,F,2.0,N/A
Unity-Group/gradle-lazy-credentials,F,4.10,N/A
johnmartel/git-hook-gradle-plugin,T,3.1,error
arose13/Heroku-Spring-Gradle_Example,F,2.6,N/A
uPortal-Project/uPortal-web-components:@uportal,T,6.9.2,no test
sokratis12GR/ArmorPlus,F,6.8.1,N/A
ekirastogi/spring-boot-gradle-mvc,F,,N/A
zeroc-ice/ice-builder-gradle,T,7.3,0
SouthEugeneRoboticsTeam/Robot-Base,F,5.1,N/A
ngoanh2n/selenide-junit5-allure-example,T,6.9.3,0
timyates/minimal-groovy-storm-starter,F,,N/A
GrossFabricHackers/faucet,T,7.0,no test
AsamK/dbus-java:bin,T,2.9,error
AsamK/dbus-java:create_interface,T,2.9,error
AsamK/dbus-java:dbus_call,T,2.9,error
AsamK/dbus-java:dbus_daemon,T,2.9,error
AsamK/dbus-java:dbus_viewer,T,2.9,no test
AsamK/dbus-java:lib,T,2.9,error
AsamK/dbus-java:list_dbus,T,2.9,error
AsamK/dbus-java:viewer,T,2.9,error
opentorah/opentorah:docs,T,7.6,no test
opentorah/opentorah:opentorah-collector,T,7.6,no test
opentorah/opentorah:opentorah-core,T,7.6,no test
opentorah/opentorah:opentorah-docbook,T,7.6,no test
opentorah/opentorah:opentorah-texts,T,7.6,no test
opentorah/opentorah:opentorah-util,T,7.6,no test
kenbod/scala_parse_json,F,2.7,N/A
Musician101/ItemBank:common,T,6.8.1,error
Musician101/ItemBank:spigot,T,6.8.1,error
Musician101/ItemBank:sponge,T,6.8.1,error
me4502/SlotMachines,T,3.2,no test
viadee/secDevOps,F,,N/A
elypia/Commandler:commandlerdoc,T,6.5,error
elypia/Commandler:console,T,6.5,error
elypia/Commandler:core,T,6.5,error
elypia/Commandler:documentation,T,6.5,error
elypia/Commandler:metrics,T,6.5,error
elypia/Commandler:newb,T,6.5,error
elypia/Commandler:validation,T,6.5,error
kevcodez/amazon-stock,T,4.8.1,no test
openapi-processor/openapi-processor-gradle:processor-one,T,7.4.2,error
openapi-processor/openapi-processor-gradle:processor-two,T,7.4.2,error
openapi-processor/openapi-processor-gradle:processor-v1,T,7.4.2,error
14SOF/HotThink,T,6.2.2,error
jaredsburrows/ios-gradle-objc-app-template,T,6.8,no test
sgornostal/gradle-docker-plugin,T,3.1,0
gradlets/gradle-typescript:gradle-baseline-typescript,T,7.5.1,error
gradlets/gradle-typescript:gradle-conjure-typescript,T,7.5.1,error
gradlets/gradle-typescript:gradle-typescript,T,7.5.1,error
daggerok/spring-streaming:admin,T,5.1.1,no test
daggerok/spring-streaming:reactor,T,5.1.1,no test
daggerok/spring-streaming:web,T,5.1.1,error
QuiltMC/quilt-gradle-licenser,F,7.4.2,N/A
akonior/gradle-koans,F,1.7,N/A
wpilibsuite/wpilib-version-plugin,T,7.5.1,0
kui/lombok-checkframework,T,3.1,error
jdpgrailsdev/grails-dependency-generator-task,F,,N/A
jiaweizhang/hackduke-backend-workshop,F,,N/A
dpTablo/springboot_react_gradle_in_vscode,F,,N/A
KiritoDv/Optifine-1.8.8-Gradle,T,4.10.3,no test
JetBrains/gradle-teamcity-log-errors-plugin,F,2.11,N/A
melix/gradle-compile-avoidance-current-model,F,3.3,N/A
FrogDog56/Hecks.exe,F,4.9,N/A
matheus-de-araujo/reserva,T,7.2,0
ConstantTime/ratings-backend,T,7.1.1,0
NicklasWallgren/bankid-java-sdk,T,7.3,error
jayware/gradle-osgi-ds,T,5.2.1,no test
rominirani/HelloAppEngineGradle,F,,N/A
peterae86/spring-boot-gradle-travis-ci-demo,F,,N/A
mperry/frege-gradle-example:frege-java,T,2.7,error
mperry/frege-gradle-example:java-frege,T,2.7,error
mperry/frege-gradle-example:pure-frege,T,2.7,error
analyticspot/gradle-plugins,T,4.0,no test
Squarespace/gradle-utils,F,2.12,N/A
sluizin/Gradle-luckdraw,F,2.14.1,N/A
TypeFox/gradle-plugins,F,3.5,N/A
progress/latte,T,5.2,0
will-gilbert/easyrules-tutorials-groovy,F,4.4.1,N/A
ChengLong/GradleOfflineBuildDemo,F,2.4,N/A
rubytomato/demo-spring-security-simple,T,6.3,error
gatling/gatling-gradle-plugin-demo-java,T,7.4.2,no test
katalon-studio/katalon-gradle-plugin,F,,N/A
kirksl/karate-maven-gradle,T,5.4.1,error
ajoberstar/gradle-imports,F,2.1,N/A
kekee0724/kekee-gradle-demo,T,7.0.2,0
ModdingX/ModUtils,F,7.4.2,N/A
jvalentino/gradlebook-03.03-hello-world,T,4.3,no test
jvalentino/gradlebook-03.07-hello-world-gradle,T,4.3,error
taljacob2/employee-manager,T,7.1.1,no test
MihranGalstyan/CollectionsFramework-HashSet,T,7.4,0
MihranGalstyan/CollectionsFramework-HashMap,T,7.4,0
MihranGalstyan/CollectionsFramework-Queue,T,7.4,0
HyagoRodrigues/LinkeTinder-Gradle,T,5.1.1,0
balavu/gradle_sample01,T,7.4.2,0
AndriiSyrnyk/module1_gradle_project,T,7.4,no test
kota65535/gradle-dependency-report-plugin,T,7.4,0
Romaindu35/EncryptSystem,F,6.8,N/A
MyCraftServerMC/skycore,T,5.2.1,no test
Franek-Antoniak/game-of-life,T,7.2,error
vacax/orm-jpa,T,7.4,no test
Fourmisain/GluePlugin,F,7.4.2,N/A
wgx731/moai-world:moai-java-ak47-common,T,6.0.1,error
wgx731/moai-world:moai-java-ak47-processor,T,6.0.1,error
wgx731/moai-world:moai-java-ak47-transferor,T,6.0.1,error
wgx731/moai-world:moai-java-ak47-ui,T,6.0.1,error
wgx731/moai-world:moai-java-threading,T,6.0.1,error
wgx731/moai-world:moai-kotlin-common,T,6.0.1,error
architectury/mappings-layers:core,T,4.9,0
architectury/mappings-layers:plugin,T,4.9,no test
kirinchen/gradle-multi-project-integration-springboot-and-docker-example:SurfAccountSDK,T,4.6,no test
kirinchen/gradle-multi-project-integration-springboot-and-docker-example:SurfMAccout,T,4.6,no test
kirinchen/gradle-multi-project-integration-springboot-and-docker-example:SurfMShared,T,4.6,no test
Vankka/DependencyDownload:common,T,7.0.2,no test
Vankka/DependencyDownload:gradle-plugin,T,7.0.2,no test
Vankka/DependencyDownload:jarinjar,T,7.0.2,no test
Vankka/DependencyDownload:runtime,T,7.0.2,0
dinesharjani/TwitterTimelineSample-Android,F,1.6,N/A
AvatarQing/groovy-executable-jar-with-gradle-example,T,6.5,no test
rewolf/blog-spring-and-react-1-setup,T,6.8.2,error
theaberrant/cucumber-jvm-groovy-rest-example,F,,N/A
louvelg/jsf-primefaces-example,F,,N/A
hmtmcse-com/gradle-boilerplate-project,T,5.4,error
griffon-legacy/gradle-griffon-plugin,F,1.3,N/A
moe-org/utopia:core,T,7.4.2,error
moe-org/utopia:desktop,T,7.4.2,error
moe-org/utopia:server,T,7.4.2,error
BrainStone/BrainStoneMod,F,4.10.1,N/A
pocolifo/jar-remapper,F,7.1,N/A
prbpedro/java-springboot-microservices-patterns-exemples,T,7.1.1,0
stempler/gradle-include-plugin,F,2.0,N/A
bluepapa32/gradle-environment-sample,F,1.0,N/A
jonathanlermitage/oga-gradle-plugin,T,7.4.2,0
jeysal/gradle-graphviz-plugin,T,7.4.2,0
wpilibsuite/gradle-jni,T,7.5.1,no test
sedovalx/gradle-aspectj-binary,F,5.6.2,N/A
menny/GradleVersion:gradle-plugin,T,5.6.2,0
menny/GradleVersion:lib,T,5.6.2,0
kirang89/play-gradle,F,,N/A
educhastenier/gradle-kotlin-picocli,T,4.10,error
pengfanglin/dubbo-controller-gradle,F,,N/A
pzmi/jmh-gradle-template,F,,N/A
henryken/beam-gradle-starter,T,5.6.4,no test
saghayar/user-preference-center:common,T,6.6.1,error
saghayar/user-preference-center:config-service,T,6.6.1,error
saghayar/user-preference-center:discovery-service,T,6.6.1,error
saghayar/user-preference-center:fetch-preferences-service,T,6.6.1,error
saghayar/user-preference-center:gateway-service,T,6.6.1,error
saghayar/user-preference-center:store-preference-service,T,6.6.1,error
sybcheck/seleniumAutoTest,T,4.4.1,error
pazzesko/spring-docker:persistence,T,6.4.1,no test
pazzesko/spring-docker:service,T,6.4.1,no test
TorokNiki/Kartyajatek_Soliter,T,5.2.1,error
Robothy/gradle-bom-example,T,6.7,no test
juni103/SpringBootJPAGradle-JavaFx,T,5.4.1,error
jarnoharno/gradle-github-packages-plugin,T,6.0.1,no test
csh0034/module-gradle:module-api,T,7.1,0
csh0034/module-gradle:module-batch,T,7.1,0
csh0034/module-gradle:module-core,T,7.1,error
csh0034/module-gradle:module-jacoco,T,7.1,0
csh0034/module-gradle:module-sub,T,7.1,no test
avast/gradle-docker-compose-plugin,T,6.9.3,error
Typhon0/AnimateFX:=>,T,7.3.3,error
Typhon0/AnimateFX:=>,T,7.3.3,error
Typhon0/AnimateFX:animatefx,T,7.3.3,no test
Typhon0/AnimateFX:animatefx-demo,T,7.3.3,no test
ichenkaihua/ssm-easy-template,F,2.3,N/A
novoda/gradle-android-command-plugin:plugin,T,4.10.3,0
idideads/dubbo-gradle-demo,F,,N/A
chestercs/java-autoitx-gradle-boilerplate,T,5.2.1,no test
Demysdcl/quarkus-spring-gradle,T,6.3,0
KelvinKSPS/cucumber-gradle-demo,T,5.4,0
yoomoney/artifact-release-plugin,T,7.4.1,1
yoomoney/library-project-plugin,T,6.4.1,6
jvalentino/gradlebook-03.02-hello-world-private,T,4.3,no test
benleov/cdk-kotlin,T,4.8,0
RallySoftware/gatling-with-gradle,F,1.9,N/A
jk1/TeamCity-dependencies-gradle-plugin:tcdeps-groovy,T,7.1.1,error
jk1/TeamCity-dependencies-gradle-plugin:tcdeps-kt,T,7.1.1,error
novabyte/gradle-snapshot-plugin,F,,N/A
marc0der/gradle-heroku,T,1.11,error
duhbleA/JreBuilderTask,T,7.1,no test
JustinGesek/Gesek-cop3330-assignment4part2,T,7.1.1,error
script-0/Junit-TestFX-Sample,F,7.1.1,N/A
Shahnewaz-Abid/Google_Calculator_App_Automation,F,,N/A
Oduig/kotlin-springboot-starter,F,,N/A
Schahen/minimal-gwt-project,F,,N/A
attain-shyam/tech-challenge,T,4.5.1,0
pmansuralikhan/springboot,T,5.2.1,0
hamuse/MyBucketTourList-Gradle,T,6.0.1,no test
Superliu123/springboot-test,F,,N/A
caiworld/dubboconsumer02:com.caihao.dubboprovider02,T,4.0,no test
caiworld/dubboconsumer02:web,T,4.0,error
ow2-proactive/gradle-plugin-example,T,4.10.2,no test
HowookJeong/springmvc-gradle-template,T,3.5,error
kabasakalis/spring-boot-docker-gradle,F,,N/A
sw-samuraj/gradle-godep-plugin,T,4.10,no test
mtumilowicz/gradle-tasks-example,T,4.8,no test
amirkibbar/red-apple,F,3.2.1,N/A
Enaium-Archive/ml4g,F,6.7,N/A
bigpuritz/spigot-plugin-template,F,2.12,N/A
basicfu/sip:sip-base,T,4.10.2,error
basicfu/sip:sip-client,T,4.10.2,no test
Gvo3d/GradleTest,T,3.1,no test
frc1334/GradleRIO,F,2.2.1,N/A
theBowja/GradleTrash,T,2.13,no test
nelon1990/GradleToolkit,T,3.3,no test
rylitalo/graphql-with-springboot-jpa-example,T,3.5.1,error
tonymkhael/semantic-versioning,F,2.6,N/A
chriswk/gradleQuick,F,,N/A
ysb33r/GradleLectures,F,2.12,N/A
GoodforGod/micronaut-library-template,T,7.3.3,0
IniZio/com.comp3111.chatbot,T,3.5.1,error
JohnXB/questionnaire.java,T,4.5.1,0
vmware-archive/executable-dist-plugin,F,2.3,N/A
alfr3dosv/stickman,F,,N/A
robanukah/harald-fairhair,T,4.3,error
Romain-P/Webservice-SpringREST-Oauth2:gta-auth,T,3.3,error
Romain-P/Webservice-SpringREST-Oauth2:gta-core,T,3.3,error
Romain-P/Webservice-SpringREST-Oauth2:gta-database,T,3.3,error
Romain-P/Webservice-SpringREST-Oauth2:gta-domain,T,3.3,error
Romain-P/Webservice-SpringREST-Oauth2:gta-frontend,T,3.3,error
Romain-P/Webservice-SpringREST-Oauth2:gta-service,T,3.3,error
Romain-P/Webservice-SpringREST-Oauth2:gta-service-api,T,3.3,error
Romain-P/Webservice-SpringREST-Oauth2:gta-shared,T,3.3,error
Unthrottled/hazelcast-serialization,T,3.4.1,error
redskap/aws-dynamodb-java-example-local-testing,T,4.10.2,0
ajoberstar/gradle-plugins,F,1.0,N/A
ben-manes/gradle-jsonschema2pojo-plugin,F,1.6,N/A
dnd-side-project/dnd-5th-5-backend,T,6.9,1
jc-lab/gradle-cmake-plugin,T,6.1,no test
repsyio/example-gradle-deploy,F,6.1.1,N/A
zhangjunliang/spring-boot-gradle-demo,T,5.6.2,0
ixchelruiz/asciidoctor-gradle-diagram,T,5.6.2,no test
nlwillia/kotlintest:shared,T,6.3,error
nlwillia/kotlintest:sub1,T,6.3,error
nlwillia/kotlintest:sub2,T,6.3,error
alphaolomi/java-flatlaf-practise,T,6.9.2,0
vbeats/vboot:auth,T,7.0,no test
vbeats/vboot:core,T,7.0,no test
vbeats/vboot:web,T,7.0,no test
NoahvdAa/SkinBlacklister:SkinBlacklister-bukkit,T,7.3.3,no test
NoahvdAa/SkinBlacklister:SkinBlacklister-bungeecord,T,7.3.3,no test
NoahvdAa/SkinBlacklister:SkinBlacklister-common,T,7.3.3,no test
NoahvdAa/SkinBlacklister:SkinBlacklister-velocity,T,7.3.3,no test
BrainStone/TruncateablePrimes:lib,T,4.9,no test
mayank1989gupta/SpringBootH2DB,T,4.10.2,0
openrndr/dokgen,T,7.2,no test
David-JM/transaction-analyzer,F,5.2.1,N/A
craigburke/bower-installer-gradle,F,2.4,N/A
lijingyao/gateway_coffeeshop,F,2.14.1,N/A
brian-mcnamara/plugin_uploader,T,7.4.2,0
mcroteau/Greenfield,T,3.5,error
brunodles/IpGetter,T,4.7,0
daggerok/reactive-webflux-spring-data-redis:docker,T,4.1,no test
redhat-developer/intellij-common-ui-test-library,T,7.1.1,no test
jonashao/ssh,F,,N/A
pylejowdmn/springboot-gradle-s2i,F,,N/A
scobal/gradle-eslint-plugin,F,2.14.1,N/A
aleksdikanski/gradle-kafka-test-plugin,F,2.5,N/A
fly2wind/gradle-gitflow-plugin,F,1.10,N/A
hieubui149/ws-spring-boot-jwt-gradle,T,4.10.2,0
androidjp/spring-boot-gradle-redis-web,T,4.10.2,1
jacky100888/springboot2QueryDsl-Gradle,T,4.0,error
ati90ati/bugreport-spotbugs-gradle-plugin-logging,T,5.2.1,0
imcamilo/kotlin-spring-project,T,4.8.1,error
Pincaptain/project-swan,T,6.3,no test
arinal/ai-searcher,F,2.2.1,N/A
OKaluzny/spring-boot-rest-api-data-hibernate,F,3.5.1,N/A
tfandkusu/qiita_gae,T,6.1.1,no test
yacoota/jeewx-boot:huodong,T,6.1,no test
yacoota/jeewx-boot:jeewx-boot-base-api,T,6.1,error
yacoota/jeewx-boot:jeewx-boot-base-system,T,6.1,error
yacoota/jeewx-boot:jeewx-boot-module-weixin,T,6.1,error
yacoota/jeewx-boot:jeewx-boot-start,T,6.1,error
yacoota/dts-shop:dts-admin-api,T,6.1,no test
yacoota/dts-shop:dts-core,T,6.1,0
yacoota/dts-shop:dts-dao,T,6.1,0
yacoota/dts-shop:dts-wx-api,T,6.1,no test
kurbaniec/salt,T,5.6.2,error
bepopov/autoshowroom:groovy_server,T,4.10,no test
bepopov/autoshowroom:restclient,T,4.10,no test
bepopov/autoshowroom:server,T,4.10,error
bepopov/autoshowroom:soapclient,T,4.10,error
029ye/sagan,F,4.1,N/A
juananpe/oinarria,F,,N/A
Sik4/EPSI-Gradle,T,5.5.1,0
mayweather1993/Hotel_booking,T,4.5.1,error
kostek888888/bet-at-university,F,4.8,N/A
rcjcooke/wa-arm-spring-selector,F,,N/A
istresearch/galton,T,4.6,0
craigburke/gradle-intro,F,2.4,N/A
orctom/gradle-applyscript-plugin,F,,N/A
jugchennai/visage-gradle-plugin,F,1.0,N/A
rohitghatol/springboot-docker-swagger,F,2.3,N/A
Tocea/gradle-cpp-plugin,F,2.7,N/A
ehirsch/gradle-react-plugin,F,4.4,N/A
fkorotkov/gradle-libraries-plugin,T,6.8.3,no test
malvinstn/gradle-plugin-android-multi-module:app,T,5.6.1,no test
malvinstn/gradle-plugin-android-multi-module:lib1,T,5.6.1,no test
malvinstn/gradle-plugin-android-multi-module:lib2,T,5.6.1,no test
pinakjakhr/springboot-postgresql-crud-example,T,5.4.1,no test
KULeuven-Diepenbeek/gradlefxmlsample,T,6.3,no test
wtanaka/gradleinclude,F,,N/A
cnduffield/gradlespring,T,5.6.2,0
ck1125/apiary-springmvc-stub-plugin,F,1.2,N/A
excentric/sonar-groovy-plugin,F,,N/A
softriders/Airline,F,,N/A
paulombcosta/guitar-tuner,F,1.7,N/A
phoenix1796/SpringBoot-TaskList,T,3.5.1,error
TheSledgeHammer/GroovyMC,T,5.6.4,error
macedoj/java-var-type-inference,T,5.2.1,0
yaakov-berkovitch/spring-mongo-docker,F,,N/A
catharinejm/vimclojure,F,,N/A
springframeworkguru/intro-junit5-gradle,T,4.8,0
cloudacademy/devops-webapp,T,4.10.2,no test
tkgregory/gradle-github-actions-example,T,7.6,error
zecollokaris/Hero-Squad-Spark,F,,N/A
MoSadie/GradleVendorJSON,T,5.0,no test
mayank1989gupta/GradleAutoDeploy,T,4.8.1,0
sdagroup/GradleAirBooking,T,4.10.2,error
dehora/outland,F,4.0.1,N/A
enisinanaj/company-rest-endpoints,T,4.4,0
IamTechknow/d2sbackend,T,5.3.1,error
javatmc/javatmc-core:apps,T,6.6,no test
javatmc/javatmc-core:cli,T,6.6,no test
javatmc/javatmc-core:core,T,6.6,0
javatmc/javatmc-core:driver-siglent,T,6.6,0
javatmc/javatmc-core:signals,T,6.6,no test
javatmc/javatmc-core:spring-adapter,T,6.6,no test
javatmc/javatmc-core:test-framework,T,6.6,no test
milos85vasic/Kotlin-Factory,F,,N/A
secureCodeBox/defectdojo-client-java,T,7.4.2,error
pivotal-chicago/java-library-gradle-travis-coveralls-bintray,T,2.7,error
biancode/javaee7-gradle-wicket7-wildfly,F,,N/A
claymccoy/BjjGreetingPlugin,T,6.0,error
llka/bank,T,6.6.1,0
stormsoundar/book-store-in-spring-boot,T,6.4.1,0
evmag/contacts-book:console,T,5.6.2,0
evmag/contacts-book:core,T,5.6.2,no test
evmag/contacts-book:web,T,5.6.2,no test
simasch/demo-gradle-jpa,T,4.10.2,0
huangmb/fine-report-gradle-plugin,T,4.10,no test
csenapati12/jenkinsfile-gradle-multipipeline,F,,N/A
otto-de/gradle-plugin-classycle,T,4.7,0
imasahiro/gradle-thrift-plugin,T,3.4,0
ksoichiro/gradle-summary-plugin,F,3.3,N/A
quangctkm9207/rest-webservice-gradle,T,3.3,no test
ysb33r/gradle-cloudci-plugin,F,4.10.3,N/A
nieldw/IntelliJ_Gradle_Convention_Plugin_Issue:subproject,T,6.7,no test
Silvmike/sonarqube-gradle-multi-project-build-demo:submodule-1,T,5.3.1,0
Silvmike/sonarqube-gradle-multi-project-build-demo:submodule-2,T,5.3.1,0
kostenkoserg/ee-application-multi-module-gradle-template,F,,N/A
mbachmann/javafx-springboot-modular-jpackage-gradle-starter,T,6.5.1,0
GuillaumeFalourd/poc-grpc-java-gradle,T,6.7.1,no test
codeanticode/processing-library-template-gradle,T,7.3.1,error
eventuate-foundation/eventuate-plugins-gradle:eventuate-plugins-gradle-publish,T,6.8.3,no test
eventuate-foundation/eventuate-plugins-gradle:eventuate-plugins-gradle-versions,T,6.8.3,0
skinny85/cdk-java-gradle-template,T,6.5,0
sebersole/gradle-animalSniffer-plugin,F,4.6,N/A
warriorg/boot_seed,F,,N/A
dquenault/dw_openshift,F,,N/A
warrenth/Robolectric_Gradle_Test_Sample,F,1.8,N/A
fabianishere/booklab:booklab-backend,T,4.7,error
fabianishere/booklab:booklab-catalogue,T,4.7,error
fabianishere/booklab:booklab-catalogue-gbooks,T,4.7,error
fabianishere/booklab:booklab-catalogue-sru,T,4.7,error
fabianishere/booklab:booklab-deployment-oss,T,4.7,error
fabianishere/booklab:booklab-deployment-production,T,4.7,error
fabianishere/booklab:booklab-deployment-testing,T,4.7,error
fabianishere/booklab:booklab-frontend-web,T,4.7,error
