Project URL,SHA Detected,Subproject Name,Fully-Qualified Test Name (packageName.ClassName.methodName)
https://github.com/marytts/gradle-marytts-voicebuilding-plugin,d0b7ca0cff93ee802cea3fabfb127c320d2a7f44,.,de.dfki.mary.voicebuilding.LegacyPluginFunctionalTest.testTasks[10](phoneUnitFeatureComputer, true)
https://github.com/marytts/gradle-marytts-voicebuilding-plugin,d0b7ca0cff93ee802cea3fabfb127c320d2a7f44,.,de.dfki.mary.voicebuilding.LegacyPluginFunctionalTest.testTasks[11](generatePhoneFeatureDefinitionFile, true)
https://github.com/marytts/gradle-marytts-voicebuilding-plugin,d0b7ca0cff93ee802cea3fabfb127c320d2a7f44,.,de.dfki.mary.voicebuilding.LegacyPluginFunctionalTest.testTasks[12](halfPhoneUnitFeatureComputer, true)
https://github.com/marytts/gradle-marytts-voicebuilding-plugin,d0b7ca0cff93ee802cea3fabfb127c320d2a7f44,.,de.dfki.mary.voicebuilding.LegacyPluginFunctionalTest.testTasks[13](generateHalfPhoneFeatureDefinitionFile, true)
https://github.com/marytts/gradle-marytts-voicebuilding-plugin,d0b7ca0cff93ee802cea3fabfb127c320d2a7f44,.,de.dfki.mary.voicebuilding.LegacyPluginFunctionalTest.testTasks[14](makeBasenameDatagrams, true)
https://github.com/marytts/gradle-marytts-voicebuilding-plugin,d0b7ca0cff93ee802cea3fabfb127c320d2a7f44,.,de.dfki.mary.voicebuilding.LegacyPluginFunctionalTest.testTasks[15](basenameTimelineMaker, true)
https://github.com/marytts/gradle-marytts-voicebuilding-plugin,d0b7ca0cff93ee802cea3fabfb127c320d2a7f44,.,de.dfki.mary.voicebuilding.LegacyPluginFunctionalTest.testTasks[16](makeWaveDatagrams, true)
https://github.com/marytts/gradle-marytts-voicebuilding-plugin,d0b7ca0cff93ee802cea3fabfb127c320d2a7f44,.,de.dfki.mary.voicebuilding.LegacyPluginFunctionalTest.testTasks[17](waveTimelineMaker, true)
https://github.com/marytts/gradle-marytts-voicebuilding-plugin,d0b7ca0cff93ee802cea3fabfb127c320d2a7f44,.,de.dfki.mary.voicebuilding.LegacyPluginFunctionalTest.testTasks[18](makeMcepDatagrams, true)
https://github.com/marytts/gradle-marytts-voicebuilding-plugin,d0b7ca0cff93ee802cea3fabfb127c320d2a7f44,.,de.dfki.mary.voicebuilding.LegacyPluginFunctionalTest.testTasks[19](generateMcepTimelineHeader, true)
https://github.com/marytts/gradle-marytts-voicebuilding-plugin,d0b7ca0cff93ee802cea3fabfb127c320d2a7f44,.,de.dfki.mary.voicebuilding.LegacyPluginFunctionalTest.testTasks[20](mcepTimelineMaker, true)
https://github.com/marytts/gradle-marytts-voicebuilding-plugin,d0b7ca0cff93ee802cea3fabfb127c320d2a7f44,.,de.dfki.mary.voicebuilding.LegacyPluginFunctionalTest.testTasks[21](phoneFeatureFileMaker, true)
https://github.com/marytts/gradle-marytts-voicebuilding-plugin,d0b7ca0cff93ee802cea3fabfb127c320d2a7f44,.,de.dfki.mary.voicebuilding.LegacyPluginFunctionalTest.testTasks[22](halfPhoneFeatureFileMaker, true)
https://github.com/marytts/gradle-marytts-voicebuilding-plugin,d0b7ca0cff93ee802cea3fabfb127c320d2a7f44,.,de.dfki.mary.voicebuilding.BasePluginFunctionalTest.testTasks[8](testGeneratePomFileForMavenJavaPublication, false)
https://github.com/marytts/gradle-marytts-voicebuilding-plugin,d0b7ca0cff93ee802cea3fabfb127c320d2a7f44,.,de.dfki.mary.voicebuilding.LegacyPluginFunctionalTest.testTasks[23](f0ContourFeatureFileMaker, true)
