project name,compile,gradle version,flaky tests,total tests,successful tests,failed tests,skipped tests,time (mins),log size
SoftwareAG/cumulocity-clients-java-v2,F,,N/A,,,,,0,4
underwindfall/underwindfall,error with test,7.0.2,fail to add plugin,,,,,1,4
lotharschulz/kotlin-graphql-gh-client,F,,N/A,,,,,0,4
arthurfnsc/bands-REST-api,error with test,5.6.1,no test,,,,,2,4
pulkitent/cache-library-implementation,error with test,5.2.1,no test,,,,,0,4
arbazpirwani/KotlinCoroutines,error with test,5.2.1,fail to add plugin,,,,,0,4
michael-bailey/java-chat-client,error with test,6.0.1,run time error,,,,,0,8
harish-vnkt/design-pattern-code-generator,error with test,6.1.1,run time error,,,,,0,40
henninb/raspi-finance-endpoint,F,8.1.1,N/A,,,,,0,12
KuldeepG/spring-boot-daemonize-gradle-plugin,F,,N/A,,,,,0,4
mkep-dev/dependency-track-bom-publish-gradle,error with test,5.6.4,fail to add plugin,,,,,1,4
skobow/gradle-spring-boot-starter-sample:my-library,error with test,4.4,no test,,,,,0,4
skobow/gradle-spring-boot-starter-sample:my-library-autoconfigure,error with test,4.4,no test,,,,,0,4
cysg/spring-kotlin-gradle-multimodule,F,,N/A,,,,,0,4
Squarespace/gradle-jasmin-plugin,error with test,7.0.2,no test,,,,,1,4
devsoap/ds-gradle-fn,error with test,5.0,no test,,,,,0,4
GuillaumeFalourd/poc-grpc-java-gradle,error with test,6.7.1,no test,,,,,0,4
codeanticode/processing-library-template-gradle,error with test,7.3.1,run time error,,,,,0,8
gradle-samples/Composite-Builds-Hierarchical-Multirepo-Sample-Groovy:app,error with test,7.5,no test,,,,,0,4
ratchanonp/CastleWarKnight:core,error with test,7.4.2,no test,,,,,0,4
ratchanonp/CastleWarKnight:lwjgl3,error with test,7.4.2,no test,,,,,0,4
MarkBurt/novelfun:novelfun-admin-novelfun-admin,error with test,6.8.3,run time error,,,,,3,8
MarkBurt/novelfun:novelfun-common-novelfun-common,error with test,6.8.3,run time error,,,,,3,8
MarkBurt/novelfun:novelfun-crawl-novelfun-crawl,error with test,6.8.3,run time error,,,,,3,8
MarkBurt/novelfun:novelfun-front-novelfun-front,error with test,6.8.3,run time error,,,,,3,8
pschmeichel2/classic_models_backend_spring,error with test,7.5.1,run time error,,,,,0,8
deepanshut041/spring-rest-demo,error with test,5.6,run time error,,,,,0,8
Kritik007/Teleconference-App,F,,N/A,,,,,0,8
legolas007/SpringBoot-Blog,error with test,3.4.1,run time error,,,,,3,8
ngcly/spring-cloud-project,F,,N/A,,,,,0,4
myConsciousness/entity-validator,error with test,6.6,run time error,,,,,0,8
myConsciousness/catalog-generator-engine,error with test,6.7.1,run time error,,,,,0,8
Stacrypt/stacrypt-klient,error with test,5.5.1,fail to add plugin,,,,,0,4
Dokyeongyun/DBMonitoring:DBMonitoringWindowApp=>nomodule-info.javafound,error with test,7.4.2,run time error,,,,,0,8
Dokyeongyun/DBMonitoring:Common,error with test,7.4.2,run time error,,,,,0,8
Dokyeongyun/DBMonitoring:Core,error with test,7.4.2,run time error,,,,,0,8
Dokyeongyun/DBMonitoring:DBMonitoringDownloaderApp-DBMonitoringDownloaderApp,error with test,7.4.2,run time error,,,,,1,8
Dokyeongyun/DBMonitoring:DBMonitoringWindowApp-DBMonitoringWindowApp,error with test,7.4.2,run time error,,,,,1,8
Dokyeongyun/DBMonitoring:Repository,error with test,7.4.2,run time error,,,,,1,8
Dokyeongyun/DBMonitoring:Utils,error with test,7.4.2,run time error,,,,,1,8
melix/gradle-javac-dependencies-plugin,error with test,3.4,no test,,,,,0,4
jamierocks/LiteLoaderGradle,F,2.4,N/A,,,,,0,4
Skyr/jqassistant-gradle-plugin,error with test,4.8.1,run time error,,,,,0,12
tacitknowledge/gradle-grails-eslint,F,,N/A,,,,,0,4
vmware-archive/gradle-dependency-alias-plugin,F,,N/A,,,,,0,4
LightGuard/gradle-maven-ant-test,F,,N/A,,,,,0,4
ewerk/gradle-plugins-samples,F,4.3.1,N/A,,,,,0,8
yjwfn/mybatis-generator-gradle-plugin:generator-plugin,error with test,3.3,no test,,,,,0,4
yjwfn/mybatis-generator-gradle-plugin:generator-sample,error with test,3.3,no test,,,,,0,4
HealGaren/Kotlin-Gradle-Node,error with test,4.0,no test,,,,,0,4
radimk/gradle-nbm-plugin:nbmPlugin,error with test,2.7,run time error,,,,,0,8
jzj1993/GradleStudy:dsl,error with test,4.3.1,run time error,,,,,0,8
jzj1993/GradleStudy:gradleSrc,error with test,4.3.1,no test,,,,,0,4
jzj1993/GradleStudy:plugin,error with test,4.3.1,no test,,,,,0,4
diegopacheco/eks-java-template,error with test,5.6.2,no test,,,,,0,4
vividswan/Study-Mate,error with test,6.6.1,run time error,,,,,0,16
savindug/Java-Plugin-System:AdvanceEvaluator,error with test,6.6.1,no test,,,,,0,4
savindug/Java-Plugin-System:c_library,error with test,6.6.1,no test,,,,,0,4
savindug/Java-Plugin-System:CSVWriter,error with test,6.6.1,no test,,,,,0,4
savindug/Java-Plugin-System:java_app,error with test,6.6.1,run time error,,,,,0,8
savindug/Java-Plugin-System:Plugin_API,error with test,6.6.1,no test,,,,,0,4
savindug/Java-Plugin-System:ProgressBar,error with test,6.6.1,no test,,,,,0,4
fmemis/CovidTestsAnalytics,error with test,6.5.1,no test,,,,,0,4
griffio/kotlin-gradle-projects,error with test,2.3,fail to add plugin,,,,,0,4
ome/minimal-omero-client,F,,N/A,,,,,0,4
gspandy/model-project-gradle,F,,N/A,,,,,0,8
erdi/gradle-gae-geb-plugin,F,1.2,N/A,,,,,0,12
jruby-gradle/jruby-gradle-storm-plugin,F,2.7,N/A,,,,,0,8
tylerjromeo/IceCreamGradle,F,1.7,N/A,,,,,0,8
infusionsoft/gradle-build-version-plugin,F,2.10,N/A,,,,,0,4
wang663632304/gradle-android-command-plugin,F,1.7,N/A,,,,,0,4
RSuiteCMS/gradlePhantomJSAssistant,F,2.4,N/A,,,,,0,4
rabidgremlin/GradleMultiProjectExample,F,2.5,N/A,,,,,0,4
mrhota/spark-standalone-gradle,error with test,1.12,no test,,,,,0,4
thomaslee/gradle-protoc-plugin,F,1.6,N/A,,,,,0,4
tappoz/FregeGradleInvestigation,F,,N/A,,,,,0,4
cheneric/gradle-maven-problem,F,1.12,N/A,,,,,0,4
muumin/gradle-code-inspection,F,3.1,N/A,,,,,0,12
ksoichiro/gradle-commit-checker-plugin,F,2.9,N/A,,,,,0,4
pjakubczyk/gradle-pullrequest-plugin,error with test,2.5,run time error,,,,,0,8
kimifdw/plagueForGradle,F,,N/A,,,,,0,4
christian-weber/gradle-release-plugin,F,,N/A,,,,,0,4
AuraDevelopmentTeam/GradleCommon,error with test,5.6.4,no test,,,,,0,4
JModular/GradleModular,F,,N/A,,,,,0,4
huseyinozer/GradleConfigurationPlugin,error with test,2.2,run time error,,,,,0,8
notyy/gradleJavaTDD,F,3.5,N/A,,,,,0,4
act262/GradleTimeTracker:plugin,error with test,6.5,no test,,,,,0,4
act262/GradleTimeTracker:sample,error with test,6.5,no test,,,,,0,4
seetest-io/java-appium-first-test,error with test,3.5,fail to add plugin,,,,,0,4
tomhermann/selenium-bootstrap,F,,N/A,,,,,0,4
denis-riabchenko/GitConfigPlugin,F,,N/A,,,,,0,4
agaber/java-webapp-template,F,,N/A,,,,,0,4
Rying/helloWorld,F,,N/A,,,,,0,4
krishnaraj/JettyGwtSpringSample,F,,N/A,,,,,0,4
aestasit/talks2015-greaches-infrastructure-automation-with-gradle-and-puppet-setup,F,2.2,N/A,,,,,0,12
aestasit/talks2015-gr8conf-us-infrastructure-automation-with-gradle-and-puppet-setup,F,2.2,N/A,,,,,0,4
amcnulty/Aarons-Bank-Game,F,,N/A,,,,,0,4
tjanek/sleek,error with test,2.2.1,run time error,,,,,0,8
eidottermihi/bookstore,F,2.1,N/A,,,,,0,12
jacekmusial/smallTestCodes,F,,N/A,,,,,0,4
michaelvanvliet/groovy-af,F,,N/A,,,,,0,4
AsamK/dbus-java:bin,error with test,2.9,run time error,,,,,0,8
AsamK/dbus-java:create_interface,error with test,2.9,run time error,,,,,0,8
AsamK/dbus-java:dbus_call,error with test,2.9,run time error,,,,,0,8
AsamK/dbus-java:dbus_daemon,error with test,2.9,run time error,,,,,0,8
AsamK/dbus-java:dbus_viewer,error with test,2.9,no test,,,,,0,4
AsamK/dbus-java:lib,error with test,2.9,run time error,,,,,0,8
AsamK/dbus-java:list_dbus,error with test,2.9,run time error,,,,,0,8
AsamK/dbus-java:viewer,error with test,2.9,run time error,,,,,0,8
opentorah/opentorah:docs-OpenTorahDocumentation,error with test,8.1.1,fail to add plugin,,,,,1,4
opentorah/opentorah:opentorah-collector-ArchiveCollector,error with test,8.1.1,fail to add plugin,,,,,1,4
opentorah/opentorah:opentorah-core-OpenTorahCore,error with test,8.1.1,fail to add plugin,,,,,1,4
opentorah/opentorah:opentorah-texts-JewishTexts,ReadingsandLearningSchedules,error with test,8.1.1,fail to add plugin,,,,,1,4
opentorah/opentorah:opentorah-util-OpenTorahUtil,error with test,8.1.1,fail to add plugin,,,,,1,4
steventzeng-base/gradle_javaee_tomcat_docker,F,,N/A,,,,,0,4
martinqcz/gradle-build-cache-training,F,4.6,N/A,,,,,0,4
byte-imagination/gitomater,F,2.0,N/A,,,,,0,12
rknoll/hardware,F,2.3,N/A,,,,,0,4
evgeny-goldin/gradle-plugins-node,F,1.8,N/A,,,,,0,8
rover12421/TestAspectJ4Gradle,F,,N/A,,,,,0,4
thkoeln/BasicBundle,error with test,4.0,no test,,,,,0,4
bgorven/JNIBuilder,error with test,3.0,no test,,,,,0,4
stigkj/gradle-executable-jar-plugin,F,1.7,N/A,,,,,0,12
chrisgahlert/gradle-dcompose-plugin,error with test,6.6.1,run time error,,,,,2,8
eowise/gradle-packer-plugin,F,2.8,N/A,,,,,0,4
yanglw/android-spi:android-spi-annotation,error with test,6.7.1,no test,,,,,1,4
yanglw/android-spi:android-spi-compiler,error with test,6.7.1,no test,,,,,1,4
yanglw/android-spi:android-spi-loader,error with test,6.7.1,no test,,,,,1,4
yanglw/android-spi:android-spi-repository,error with test,6.7.1,no test,,,,,1,4
christoph-frick/springboot-groovy-vaadin-starter,error with test,5.6.4,no test,,,,,1,4
swanhtet1992/telegrambot4scala,F,,N/A,,,,,0,4
davidecavestro/gin-example,F,1.6,N/A,,,,,0,12
Geeber/JavaSkeleton,F,1.10,N/A,,,,,0,8
rockem/goos-auction-sniper,F,2.3,N/A,,,,,0,12
mircea-pop/git-maven-repo,F,,N/A,,,,,0,4
MadDogTechnology/obix-java-toolkit,error with test,2.2,run time error,,,,,0,8
jonbcard/java-web-kickstart,F,,N/A,,,,,0,4
mauimauer/mobilers-spen-sample,F,1.6,N/A,,,,,0,4
mike-neck/rule-base-model-generation-plugin,error with test,2.6,run time error,,,,,0,8
carlosgsouza/dependency-graph,F,2.3,N/A,,,,,0,4
mverleg/kotlin_multiplatform_gradle_demo,F,,N/A,,,,,0,4
LinkinStars/MicroServiceExample,F,4.8,N/A,,,,,0,4
mike-neck/javajo-gradle,F,2.7,N/A,,,,,0,12
rojiani/kotlin-lombok-integration,F,4.4.1,N/A,,,,,0,4
Kimentanm/search-in-repo,error with test,5.2.1,run time error,,,,,2,8
quad/dropwizard-gradle,F,,N/A,,,,,0,4
hauner/gradle-plugins,error with test,8.1.1,no test,,,,,1,4
ziroby/jetty-gradle-hello-world,F,,N/A,,,,,0,4
marcingrzejszczak/gradle-test-profiler,F,2.5,N/A,,,,,0,4
botonger/multimodule-gradle,F,,N/A,,,,,0,4
ndw/relaxng-gradle,error with test,8.0,no test,,,,,1,4
OlgaDobrodey/gradle-starter=rootprojectgradle-starter,libsDirName=libs,properties=(thisMap),providers=org.gradle.api.internal.provider.DefaultProviderFactory_Decorated@75eef826,base=extensionbase},error with test,7.4.2,fail to add plugin,,,,,1,16
OlgaDobrodey/gradle-starter:common,error with test,7.4.2,fail to add plugin,,,,,1,16
OlgaDobrodey/gradle-starter:common:core,error with test,7.4.2,fail to add plugin,,,,,1,16
OlgaDobrodey/gradle-starter:common:util,error with test,7.4.2,fail to add plugin,,,,,1,16
OlgaDobrodey/gradle-starter:datebase,error with test,7.4.2,fail to add plugin,,,,,1,16
OlgaDobrodey/gradle-starter:service,error with test,7.4.2,fail to add plugin,,,,,1,16
OlgaDobrodey/gradle-starter:web,error with test,7.4.2,fail to add plugin,,,,,1,16
CFTheMaster/Unibot,F,5.6,N/A,,,,,0,4
vlsidlyarevich/aws-jwt-spring-security,F,3.5.1,N/A,,,,,0,4
importre/kotlin-enumerize,F,4.6,N/A,,,,,0,4
torreswoo/template-SpringBoot,error with test,3.5,run time error,,,,,0,8
SpyrosKou/Plain-ROS-Java-System-Example,error with test,7.5.1,no test,,,,,0,4
ziponia/lib:google,error with test,6.0.1,run time error,,,,,0,8
ziponia/lib:iamport,error with test,6.0.1,run time error,,,,,0,40
ziponia/lib:kakao,error with test,6.0.1,run time error,,,,,0,40
ziponia/lib:naver,error with test,6.0.1,run time error,,,,,0,8
ziponia/lib:st11,error with test,6.0.1,run time error,,,,,0,8
ziponia/lib:util,error with test,6.0.1,0,5,5,0,0,1,56
thomaslee/gradle-jflex-plugin,error with test,1.10,run time error,,,,,0,8
TWCable/gradle-plugin-scr,F,3.5,N/A,,,,,0,12
RobertFischer/gradle-javacc-plugin,F,,N/A,,,,,0,4
CurtinFRC/2023-ChargedUp,F,7.3.3,N/A,,,,,0,8
tkgregory/spring-boot-gradle-plugin-example,F,8.0.1,N/A,,,,,0,12
cakraww/dropwizard-gradle,error with test,3.5,no test,,,,,0,4
Accuity/gradle-xray,F,,N/A,,,,,0,4
gradle/gradle-modularity:client,error with test,2.2,no test,,,,,0,4
gradle/gradle-modularity:service,error with test,2.2,run time error,,,,,0,4
tcheinen/nand2tetris,error with test,6.1.1,no test,,,,,0,4
mxenabled/vogue,F,7.4.1,N/A,,,,,0,8
Anyuoo/ancf,F,,N/A,,,,,0,4
EwyBoy/CultTech:Bibliotheca,error with test,7.1,no test,,,,,0,4
EwyBoy/CultTech:Cultivated-Tech,error with test,7.1,no test,,,,,0,4
EwyBoy/CultTech:Developers-Toolkit,error with test,7.1,no test,,,,,0,4
EwyBoy/CultTech:Quick-Harvest,error with test,7.1,no test,,,,,0,4
stabib/gradle-git-repo-plugin,F,,N/A,,,,,0,4
andresaraujo/gradle-changelog-plugin,F,1.12,N/A,,,,,0,12
ffgiff/gradle-init-scripts,error with test,5.6,no test,,,,,0,4
openedx/edx-app-gradle-plugin,F,,N/A,,,,,0,4
egis/gradle-build,error with test,8.1.1,no test,,,,,1,4
alclabs/addon-gradle,F,,N/A,,,,,0,12
posinatel/todo-java-api,F,2.14,N/A,,,,,0,4
bmuschko/gradle-cloudbees-plugin,F,1.4,N/A,,,,,0,4
MCPfannkuchenYT/ForgeNoGradle,F,,N/A,,,,,0,4
coder-pig/CpPlugin,F,,N/A,,,,,0,4
ihub-pub/apps,F,7.2,N/A,,,,,0,12
husker-dev/native-java-gradle,error with test,6.7,no test,,,,,0,4
QuiltMC/future-gradle-plugin,F,7.0,N/A,,,,,0,8
shevek/gradle-jcpp-plugin,error with test,5.6,run time error,,,,,0,8
pselden/android-gradle-sample-app,F,1.8,N/A,,,,,0,12
playlaughlovelearn/LisasGradleTemplate,F,,N/A,,,,,0,4
Jezza/ForgeGradleManager,F,,N/A,,,,,0,4
alex-richards/TestfairyGradlePlugin,F,,N/A,,,,,0,4
teodorov/Ecore2JavaGradle,F,2.2.1,N/A,,,,,0,12
djangofan/JmeterExample-withGradle,F,2.4,N/A,,,,,0,8
mikanbako/sphinx-gradle-plugin,error with test,2.9,run time error,,,,,0,8
muumin/gradle-redmine-sample,F,,N/A,,,,,0,4
PaicHyperionDev/HotFixGradle,error with test,2.8,run time error,,,,,0,8
janvolck/gradle-plantuml-plugin,F,,N/A,,,,,0,4
ahasbini/AndroidOpenCVGradlePlugin,F,5.2.1,N/A,,,,,0,8
taichi/jmh-gradle-ide,F,2.6,N/A,,,,,0,12
willmoorefyi/dropwizard-hello-world-gradle,F,2.6,N/A,,,,,0,4
popcornylu/gradle-webapp-template,F,1.8,N/A,,,,,0,12
sblundy/gradle-dependency-management-plugin,F,,N/A,,,,,0,4
Kr328/riru-gradle-tools,error with test,5.0,no test,,,,,1,4
mkroening/modular-gradle-resources,F,6.4,N/A,,,,,0,8
weishanghong/gradle-Spring-Boot-Demo,F,,N/A,,,,,0,4
yoichiro/simple-servlet-app-gradle,F,5.1.1,N/A,,,,,0,8
deafjava/javafx-springboot-gradle,error with test,4.10.2,run time error,,,,,0,40
chris060986/gradle-java-jsonSchema,error with test,5.0,no test,,,,,0,4
martinda/antlr-gradle-demo,F,,N/A,,,,,0,4
ryansgot/smc-gradle-plugin-example:androidjava,error with test,5.6.3,fail to add plugin,,,,,0,4
ryansgot/smc-gradle-plugin-example:javaonly,error with test,5.6.3,fail to add plugin,,,,,0,4
jprinet/gradle-vault-plugin,error with test,4.10,no test,,,,,1,4
ankurucoe/myFirstGradle,F,,N/A,,,,,0,4
rob2universe/camunda-springboot-gradle,error with test,6.4.1,fail to add plugin,,,,,0,4
bedatadriven/renjin-gradle-plugin,error with test,6.6,no test,,,,,0,4
milo-minderbinder/repository-mirrors-gradle-plugin,error with test,8.0.2,fail to add plugin,,,,,0,8
protop-io/protop-gradle-plugin,error with test,6.4.1,fail to add plugin,,,,,0,4
MrRutledge/SpringApp,F,,N/A,,,,,0,4
z2058550226/JavaDemoMac,error with test,4.10,no test,,,,,0,4
zhaopeng0103/CertificationRecognition_backend,F,,N/A,,,,,0,4
Bciani/tutorial,error with test,4.8,no test,,,,,0,4
CJBuchel/Entity101:common,error with test,5.0,run time error,,,,,1,8
CJBuchel/Entity101:MachineLearning,error with test,5.0,run time error,,,,,1,8
CJBuchel/Entity101:vision,error with test,5.0,run time error,,,,,1,8
CJBuchel/Entity101:voiceRecognition,error with test,5.0,run time error,,,,,1,8
michal-marciniec/mesh-drive:config-server,error with test,4.5.1,fail to add plugin,,,,,0,4
michal-marciniec/mesh-drive:gateway,error with test,4.5.1,fail to add plugin,,,,,0,4
michal-marciniec/mesh-drive:hello-service,error with test,4.5.1,fail to add plugin,,,,,0,4
michal-marciniec/mesh-drive:service-discovery,error with test,4.5.1,fail to add plugin,,,,,0,4
nebula-plugins/gradle-aggregate-javadocs-plugin,F,2.14,N/A,,,,,0,12
qaware/gradle-cloud-deployer,F,3.1,N/A,,,,,0,4
Tinkoff/gradle-jarjar,F,2.2.1,N/A,,,,,0,12
DeflatedPickle/Rawky:animationpreview,error with test,7.2,fail to add plugin,,,,,2,4
DeflatedPickle/Rawky:autoload,error with test,7.2,fail to add plugin,,,,,2,4
DeflatedPickle/Rawky:autosave,error with test,7.2,fail to add plugin,,,,,2,4
DeflatedPickle/Rawky:colourhistory,error with test,7.2,fail to add plugin,,,,,2,4
DeflatedPickle/Rawky:colourpalette,error with test,7.2,fail to add plugin,,,,,3,4
DeflatedPickle/Rawky:colourpalette.parser.gpl,error with test,7.2,fail to add plugin,,,,,3,4
DeflatedPickle/Rawky:colourpalette.parser.hex,error with test,7.2,fail to add plugin,,,,,3,4
DeflatedPickle/Rawky:colourpalette.parser.json,error with test,7.2,fail to add plugin,,,,,3,4
DeflatedPickle/Rawky:colourpalette.parser.pal,error with test,7.2,fail to add plugin,,,,,3,4
DeflatedPickle/Rawky:colourpalette.parser.png,error with test,7.2,fail to add plugin,,,,,3,4
DeflatedPickle/Rawky:colourpalette.parser.txt,error with test,7.2,fail to add plugin,,,,,3,4
DeflatedPickle/Rawky:colourshades,error with test,7.2,fail to add plugin,,,,,3,4
DeflatedPickle/Rawky:colourwheel,error with test,7.2,fail to add plugin,,,,,3,4
DeflatedPickle/Rawky:core,error with test,7.2,fail to add plugin,,,,,3,4
DeflatedPickle/Rawky:launcher,error with test,7.2,fail to add plugin,,,,,3,4
DeflatedPickle/Rawky:layerlist,error with test,7.2,fail to add plugin,,,,,3,4
DeflatedPickle/Rawky:master,error with test,7.2,fail to add plugin,,,,,3,4
DeflatedPickle/Rawky:pixelgrid,error with test,7.2,fail to add plugin,,,,,3,4
DeflatedPickle/Rawky:pixelgrid.grid.pixel,error with test,7.2,fail to add plugin,,,,,3,4
DeflatedPickle/Rawky:pixelgrid.grid.tile,error with test,7.2,fail to add plugin,,,,,3,4
DeflatedPickle/Rawky:pixelgrid.impex.ascii,error with test,7.2,fail to add plugin,,,,,3,4
DeflatedPickle/Rawky:pixelgrid.impex.ascii.block,error with test,7.2,fail to add plugin,,,,,4,4
DeflatedPickle/Rawky:pixelgrid.impex.imageio,error with test,7.2,fail to add plugin,,,,,4,4
DeflatedPickle/Rawky:pixelgrid.impex.rawr,error with test,7.2,fail to add plugin,,,,,4,4
DeflatedPickle/Rawky:pixelgrid.layer.background,error with test,7.2,fail to add plugin,,,,,4,4
DeflatedPickle/Rawky:pixelgrid.layer.cursor,error with test,7.2,fail to add plugin,,,,,4,4
DeflatedPickle/Rawky:pixelgrid.layer.debug,error with test,7.2,fail to add plugin,,,,,4,4
DeflatedPickle/Rawky:pixelgrid.layer.gridfill,error with test,7.2,fail to add plugin,,,,,4,4
DeflatedPickle/Rawky:pixelgrid.layer.gridlines,error with test,7.2,fail to add plugin,,,,,4,4
DeflatedPickle/Rawky:pixelgrid.layer.guides,error with test,7.2,fail to add plugin,,,,,4,4
DeflatedPickle/Rawky:pixelgrid.layer.onionskin,error with test,7.2,fail to add plugin,,,,,4,4
DeflatedPickle/Rawky:pixelgrid.layer.toolpaint,error with test,7.2,fail to add plugin,,,,,4,4
DeflatedPickle/Rawky:pixelgrid.mode.keyboard,error with test,7.2,fail to add plugin,,,,,4,4
DeflatedPickle/Rawky:pixelgrid.mode.mouse,error with test,7.2,fail to add plugin,,,,,4,4
DeflatedPickle/Rawky:server,error with test,7.2,fail to add plugin,,,,,4,4
DeflatedPickle/Rawky:server.chat,error with test,7.2,fail to add plugin,,,,,4,4
DeflatedPickle/Rawky:server.encoding.ascii85,error with test,7.2,fail to add plugin,,,,,4,4
DeflatedPickle/Rawky:server.encoding.base58,error with test,7.2,fail to add plugin,,,,,4,4
DeflatedPickle/Rawky:server.encoding.base62,error with test,7.2,fail to add plugin,,,,,5,4
DeflatedPickle/Rawky:server.encoding.base64,error with test,7.2,fail to add plugin,,,,,5,4
DeflatedPickle/Rawky:server.encoding.base91,error with test,7.2,fail to add plugin,,,,,5,4
DeflatedPickle/Rawky:server.leaderboard,error with test,7.2,fail to add plugin,,,,,5,4
DeflatedPickle/Rawky:server.userlist,error with test,7.2,fail to add plugin,,,,,5,4
DeflatedPickle/Rawky:sniffle.discordrpc,error with test,7.2,fail to add plugin,,,,,5,4
DeflatedPickle/Rawky:sniffle.pluginmanager,error with test,7.2,fail to add plugin,,,,,5,4
DeflatedPickle/Rawky:sniffle.settingsgui,error with test,7.2,fail to add plugin,,,,,5,4
DeflatedPickle/Rawky:sniffle.swingsettings,error with test,7.2,fail to add plugin,,,,,5,4
DeflatedPickle/Rawky:sniffle.tipoftheday,error with test,7.2,fail to add plugin,,,,,5,4
DeflatedPickle/Rawky:tiledview,error with test,7.2,fail to add plugin,,,,,5,4
DeflatedPickle/Rawky:tilepalette,error with test,7.2,fail to add plugin,,,,,5,4
DeflatedPickle/Rawky:tilepalette.parser.png,error with test,7.2,fail to add plugin,,,,,5,4
DeflatedPickle/Rawky:timeline,error with test,7.2,fail to add plugin,,,,,5,4
DeflatedPickle/Rawky:toolbox,error with test,7.2,fail to add plugin,,,,,5,4
DeflatedPickle/Rawky:toolbox.bucket,error with test,7.2,fail to add plugin,,,,,5,4
DeflatedPickle/Rawky:toolbox.bucket.fill.solid,error with test,7.2,fail to add plugin,,,,,5,4
DeflatedPickle/Rawky:toolbox.bucket.fill.stipple,error with test,7.2,fail to add plugin,,,,,5,4
DeflatedPickle/Rawky:toolbox.dropper,error with test,7.2,fail to add plugin,,,,,6,4
DeflatedPickle/Rawky:toolbox.eraser,error with test,7.2,fail to add plugin,,,,,6,4
DeflatedPickle/Rawky:toolbox.line,error with test,7.2,fail to add plugin,,,,,6,4
DeflatedPickle/Rawky:toolbox.pencil,error with test,7.2,fail to add plugin,,,,,6,4
DeflatedPickle/Rawky:toolbox.shape,error with test,7.2,fail to add plugin,,,,,6,4
DeflatedPickle/Rawky:toolbox.shape.circle,error with test,7.2,fail to add plugin,,,,,6,4
DeflatedPickle/Rawky:toolbox.shape.rectangle,error with test,7.2,fail to add plugin,,,,,6,4
s4s0l/bootcker-gradle-plugin,F,3.2.1,N/A,,,,,0,12
sreekaranugu/lambda-template-gradle-autobuild,F,,N/A,,,,,0,4
hierynomus/appengine-gradle-plugin,F,,N/A,,,,,0,4
cooolmagic/gradle-timeline-plugin,F,2.7,N/A,,,,,0,4
Conorrr/gradle-http-server-plugin,error with test,3.1,run time error,,,,,0,8
gmazzo/gradle-sqlite-plugin:sample,error with test,4.1,no test,,,,,0,4
pearxteam/Jnome,F,,N/A,,,,,0,4
DevJake/SaltBot-2.0,F,,N/A,,,,,0,4
ivanovaolya/mentoring-project,F,3.1,N/A,,,,,0,12
jitendrachopra/automation-geb-groovy-selenium-saucelab,error with test,2.9,run time error,,,,,0,4
liangguang/SSMGenerator,F,,N/A,,,,,0,4
slackhq/keeper,F,8.1,N/A,,,,,1,12
abhisheksr01/spring-boot-microservice-best-practices,F,7.6.1,N/A,,,,,0,12
xuexiangjys/XUpdateService,F,6.7.1,N/A,,,,,0,36
xiancloud/xian,F,,N/A,,,,,0,4
JetBrains/gradle-idea-ext-plugin,error with test,6.5,fail to add plugin,,,,,12,4
dipien/bye-bye-jetifier:bye-bye-jetifier-GradlePlugintoverifyifyoucankeepAndroid Jetifierdisabled,error with test,7.3.3,fail to add plugin,,,,,5,8
xujiaao/gradle-composite-build-demo,F,2.14.1,N/A,,,,,0,8
srcdeps/srcdeps-gradle-plugin,F,3.5,N/A,,,,,0,4
cljoly/telecomnancy-flashcard,error with test,4.10,fail to add plugin,,,,,0,4
rslvn/java8,error with test,4.8.1,run time error,,,,,0,24
sonyakc/tictactoe,error with test,4.8.1,run time error,,,,,0,12
kevinmmartins/reactive-spring-boot-mongo,F,5.2.1,N/A,,,,,0,8
ONSdigital/sbr-sampling-service,F,4.4,N/A,,,,,0,4
aaukhatov/spring-boot-auth,F,7.1.1,N/A,,,,,0,8
e-petrachi/AmazonFoodAnalytic,F,,N/A,,,,,0,4
zowe/jenkins-library-fvt-gradle,F,4.10.2,N/A,,,,,0,4
chibat/gradle-file-encrypt-example,error with test,4.10.1,no test,,,,,0,4
itsmestefanjay/camunda-gradle-springboot-example,error with test,7.3.1,no test,,,,,1,4
ratosh/gradle-java-code-quality,F,4.5.1,N/A,,,,,0,4
Widen/buildkite-gradle-plugin,error with test,4.10.2,no test,,,,,0,4
enklu/commons-gradle-unity,F,,N/A,,,,,0,4
saikos/softeng17b,F,4.3.1,N/A,,,,,0,12
takuro-yamane/gradle-docker-plugin-spring-boot-m4,error with test,4.4,no test,,,,,0,4
AI-OPT/opt-apicollector-plugin,F,,N/A,,,,,0,4
akraskovski/spring-boot-postgresql-gradle,F,,N/A,,,,,0,4
danveloper/gradle-py,error with test,2.14,run time error,,,,,0,8
choe061/spring-demo,error with test,3.1,run time error,,,,,0,12
sogis/gretl-v1:gretl,error with test,4.3,run time error,,,,,0,8
ShawonAshraf/star-cineplex-scraper,error with test,4.10,no test,,,,,0,4
thiagomag/EscolaLetsCodeGradle,error with test,6.8,no test,,,,,0,4
TwilightFlower/yet-another-minecraft-gradle,error with test,7.0.2,run time error,,,,,0,8
jinwoo1004/new_gradle_project,error with test,2.14.1,run time error,,,,,0,8
alanv/gradle_constraint_repro:bar,error with test,7.1,no test,,,,,0,4
