project name,compile,gradle version,flaky tests,total tests,successful tests,failed tests,skipped tests,time (mins),log size
tkgregory/gradle-project-order-plugin,T,6.4.1,0,18,18,0,0,9,100
akrikheli/kotlin-spring-gradle-starter,T,5.2.1,0,1,1,0,0,8,72
moley/gradle-doctoolchain-plugin,T,6.2.2,0,4,4,0,0,2,60
miosz/gradle-selenium-java,T,6.6.1,0,1,0,1,0,19,84
gaurav156/SpringBoot-Ex-gradle,T,7.4.1,0,25,0,25,0,3,80
MihranGalstyan/CollectionsFramework-HashSet,T,7.4,0,11,11,0,0,1,64
MihranGalstyan/CollectionsFramework-HashMap,T,7.4,0,11,11,0,0,1,64
MihranGalstyan/CollectionsFramework-Queue,T,7.4,0,11,11,0,0,1,64
jessica-sobral/study-java-test,T,7.4.2,0,34,34,0,0,1,60
vinnypessoni/contract-tests-example,T,6.8,0,1,0,1,0,5,84
Acogero/spring-gradle,T,5.6,0,1,0,1,0,16,88
rookieInTraining/selenium-testng-boilerplate,T,4.8,0,2,0,2,0,19,100
elypia/YAML4DeltaSpike,T,6.6,0,10,10,0,0,4,64
jackxbradshaw/Retrial,T,4.8.1,0,32,9,23,0,13,552
bulivlad/vertx-codegen-plugin,T,6.0.1,0,9,0,9,0,22,196
arun-gupta/docker-java-sample,T,3.3,0,1,1,0,0,1,60
google/osdetector-gradle-plugin,T,6.5,0,2,2,0,0,4,120
kimichen13/mybatis-generator-plugin,T,7.2,0,1,1,0,0,6,64
Petros0/springboot-kotlin-gradle-example,T,4.8.1,0,12,12,0,0,10,124
godngu/ddd-layered-architecture-gradle-multi-module:member:member-api,T,4.10,0,1,1,0,0,10,116
godngu/ddd-layered-architecture-gradle-multi-module:member:member-application,T,4.10,0,1,1,0,0,15,112
godngu/ddd-layered-architecture-gradle-multi-module:member:member-infrastructure,T,4.10,0,1,1,0,0,20,96
jongyoul/gradle-slack-plugin,T,5.6.2,0,5,1,4,0,5,132
xenit-eu/alfresco-docker-gradle-plugin,T,7.6,0,81,81,0,0,23,72
zladovan/gradle-avrohugger-plugin,T,6.1.1,0,44,44,0,0,33,100
jreznot/gradle-test-javadoc,T,4.2.1,0,1,1,0,0,0,60
LinkedInAttic/gradle-plugin-insight,T,2.11,0,5,5,0,0,12,100
nikhilbghodke/Insilico-BuildSystem,T,5.0,0,2,2,0,0,8,64
blackducksoftware/common-gradle-plugin,T,6.9,0,23,23,0,0,5,104
blackducksoftware/integration-gradle-inspector,T,5.2,0,1,1,0,0,1,64
Igesef/aws-lambda-gradle-sample,T,2.13,0,3,3,0,0,0,60
aginteractive/Gradle-Sauce-Connect-Plugin-Example,T,3.2.1,0,2,0,2,0,3,116
burakince/gradle-struts1,T,3.2.1,0,2,2,0,0,1,96
vinnypessoni/teste-api-clientes-restassured-java-gradle-junit5,T,6.7,0,4,0,4,0,4,104
daggerok/cqrs-eventsourcing-user-management-example,T,5.5.1,0,8,8,0,0,35,1104
ravindraAmbati/java8,T,6.3,0,207,207,0,0,10,64
myConsciousness/precondition-validator,T,7.0,0,946,946,0,0,12,21884
sloenthran/CognifideRecruitment,T,4.10.3,0,12,2,10,0,27,232
bhadreshdesai/app-java,T,6.7.1,0,4,4,0,0,12,104
vladhuk/debt-api,T,5.6.2,0,77,0,77,0,42,2624
phase/Orbit-gen,T,2.1,0,1,0,1,0,5,108
lreimer/hands-on-testkube,T,7.3,0,2,2,0,0,4,64
zhangjunliang/spring-boot-gradle-demo,T,5.6.2,0,1,1,0,0,5,72
quarkus-course/lecture-native-image-gradle,T,6.0.1,0,1,1,0,0,1,64
quarkus-course/lecture-gradle-example,T,6.0.1,0,1,1,0,0,0,60
sonalake/swagger-changelog-gradle-plugin,T,6.5.1,0,15,15,0,0,21,104
Netflix/mantis-gradle-plugin,T,6.8.3,0,5,5,0,0,7,100
NickBaynham/selenium-testng-gradle,T,4.4,0,6,0,3,3,108,100
vierbergenlars/build-aspects-gradle-plugin,T,5.6.2,0,65,65,0,0,8,104
AlbertoRota/Cucumber-Gradle-parallel-demo,T,5.6.4,0,108,108,0,0,150,76
stackwork/stackwork,T,3.5.1,0,24,2,22,0,29,368
hdzitao/idea-editstarters-plugin,T,7.4.2,0,3,2,1,0,4,76
ADTRAN/gradle-scala-multiversion-plugin,T,6.3,0,22,22,0,0,20,104
team-carepay/sonar-qualitygate,T,6.9,0,2,2,0,0,7,64
LearningByExample/GradleDockerCI,T,3.5,0,3,3,0,0,0,60
BlueSkyYk/Demo-SpringMultipleModules:demo-common,T,4.10.3,0,1,0,1,0,1,72
BlueSkyYk/Demo-SpringMultipleModules:demo-data,T,4.10.3,0,1,0,1,0,2,72
BlueSkyYk/Demo-SpringMultipleModules:demo-service,T,4.10.3,0,1,0,1,0,3,72
BlueSkyYk/Demo-SpringMultipleModules:demo-view,T,4.10.3,0,1,0,1,0,10,100
andreahowes/WeatherApp,T,4.10.2,0,1,0,1,0,2,68
kdabir/roft,T,4.6,0,2,2,0,0,10,96
jcamilovelandiab/Springboot-APIrest-CRUD-JPA-Gradle,T,6.8.3,0,1,0,1,0,8,104
swaechter/jooq-gradle-testcontainer-flyway-example:application,T,7.1,0,1,1,0,0,10,72
asodja/quarkus-gradle-idea-multi-module:module-2,T,6.5.1,0,1,1,0,0,8,216
daggerok/spotbugs-gradle-plugin-multi-project-example:more-sub-projects,T,5.1,0,1,1,0,0,1,68
daggerok/spotbugs-gradle-plugin-multi-project-example:more-sub-projects:one-more-sub-project,T,5.1,0,1,1,0,0,2,72
daggerok/spotbugs-gradle-plugin-multi-project-example:sub-project,T,5.1,0,1,1,0,0,3,68
sridharbandi/Selenium-Cucumber-Junit-Template,T,5.1.1,0,1,0,1,0,3,80
kazurayam/visualtestinginks-gradle-plugin,T,5.3,0,5,0,4,1,2,132
int128/gradle-plugin-starter:acceptance-test,T,4.7,0,2,0,2,0,5,140
timmhirsens/spring-auf-kubernetes,T,4.10.2,0,1,1,0,0,7,72
progress/latte,T,5.2,0,100,88,12,0,12,228
Dispader/manifesto,T,5.6.3,0,5,4,0,1,2,88
nortonpark/board,T,7.2,0,10,0,10,0,21,756
AkifAydin/Software-Engineering1,T,6.6.1,0,5,4,1,0,24,184
ajongs/Gathering-Platform,T,7.1.1,0,1,0,1,0,5,84
lzjyzq2/annotation-processor-example:example,T,7.1,0,5,5,0,0,1,64
BreadMoirai/github-release-gradle-plugin:ast,T,7.4.2,0,1,1,0,0,4,68
open-source-release-demo/publish-java,T,7.3,0,1,1,0,0,1,64
cokke07/apirestPersonas,T,7.5,0,1,1,0,0,1,60
goodGid/Spring-Boot-2.7.1-Multi-Module-Template:module-api,T,7.4.1,0,1,0,1,0,1,64
goodGid/Spring-Boot-2.7.1-Multi-Module-Template:module-common,T,7.4.1,0,1,0,1,0,1,68
sushilversion/spring-starter-security,T,6.8.3,0,1,0,1,0,9,108
sakamotodesu/gradle-jcifs-tasks,T,5.0,0,19,19,0,0,4,100
herionZhang/gradle-parent:gradle-demo,T,6.6.1,0,1,1,0,0,5,76
herionZhang/gradle-parent:gradle-demo2,T,6.6.1,0,1,1,0,0,8,68
uklance/gradle-maven-share,T,2.13,0,10,2,8,0,3,320
ow2-proactive/gradle-serialver,T,3.3,0,11,0,11,0,5,216
emetriq/gradle-changelog-plugin,T,4.10.2,0,10,10,0,0,13,100
benleov/cdk-kotlin,T,4.8,0,1,0,1,0,1,68
stchar/pipeline-dsl-seed-dep,T,6.6.1,0,4,4,0,0,5,112
dileepkeeppalli/backend,T,6.3,0,1,1,0,0,7,72
Hinsteny/mybatis-generator-plugin,T,4.8,0,1,1,0,0,7,100
ngoanh2n/selenide-junit5-allure-example,T,6.9.3,0,3,0,3,0,5,148
overmighty/croissant,T,6.6.1,0,51,51,0,0,7,64
csh0034/module-gradle:module-api,T,7.1,0,2,0,2,0,8,116
csh0034/module-gradle:module-batch,T,7.1,0,1,0,1,0,14,92
csh0034/module-gradle:module-jacoco,T,7.1,0,4,0,4,0,29,172
csh0034/module-gradle:module-sub:module-sub-1,T,7.1,0,1,0,1,0,35,96
csh0034/module-gradle:module-sub:module-sub-2,T,7.1,0,1,0,1,0,41,96
yangzp11/yangzp:yzp-business,T,6.7,0,6,1,5,0,29,376
yaseensec/gradle-githubactions,T,6.0,0,1,1,0,0,1,60
rgordeev/simple-gradle,T,5.3.1,0,3,3,0,0,1,60
roamingthings/spring-kotlin-k8s-workbench,T,4.5.1,0,1,0,1,0,7,120
jzwx/elasticsearch-in-action,T,3.5,0,3,2,1,0,11,156
gianninasd/pegasus,T,4.6,0,8,7,1,0,2,72
eerohele/dita-ot-gradle,T,6.7.1,0,29,29,0,0,43,192
DNAlchemist/maven-publish-plugin,T,6.7,0,1,1,0,0,6,100
BSSM-BGIT/BGIT-Backend-V1,T,7.5,0,1,0,1,0,1,60
Jacknolfskin/HandsOn-Series,T,4.5.1,0,1,1,0,0,3,116
Dewy2b/Devent,T,5.2.1,0,1,1,0,0,0,56
matheus-de-araujo/sismed,T,7.1.1,0,1,0,1,0,9,108
mayank1989gupta/SpringBootH2DB,T,4.10.2,0,5,5,0,0,6,104
galimru/viber-bot,T,5.2.1,0,12,0,12,0,1,144
hmcts/sscs-case-loader,T,7.5.1,0,304,304,0,0,30,64
JStumpp/jooby-gradle-livereload,T,3.5,0,2,0,2,0,4,116
imasahiro/gradle-thrift-plugin,T,3.4,0,1,1,0,0,1,92
ndrwdn/mountebank-gradle,T,2.14,0,4,4,0,0,12,100
scobal/gradle-eslint-plugin,T,5.6.4,0,3,3,0,0,3,100
supabase-community/gotrue-kt,T,7.4.2,0,21,21,0,0,8,68
sherter/google-java-format-gradle-plugin:format,T,6.9.1,0,71,71,0,0,24,108
sherter/google-java-format-gradle-plugin:test,T,6.9.1,0,9,9,0,0,26,96
cosu/hadoop-gradle-mrunit,T,2.1,0,4,4,0,0,2,96
troyano13/UbitsTest,T,4.10.2,0,2,0,2,0,5,116
marklogic-community/ml-gradle,T,7.5.1,0,2,2,0,0,3,60
kordamp/markdown-gradle-plugin,T,6.9,0,,,,,9,132
maiflai/gradle-scalatest,T,7.2,0,37,37,0,0,77,64
jonas-l/gradle-capsule-plugin,T,3.3,0,34,28,5,1,32,796
anaplan-engineering/vdm-gradle-plugin,T,7.4.1,0,14,14,0,0,5,60
muehmar/gradle-openapi-schema:example,T,7.6,0,374,374,0,0,3,88
muehmar/gradle-openapi-schema:example-jakarta-3,T,7.6,0,5,5,0,0,3,64
muehmar/gradle-openapi-schema:plugin,T,7.6,0,574,574,0,0,4,64
tomtom-international/updatechangelog-gradle-plugin,T,6.8.3,0,3,3,0,0,5,120
SAP/commerce-gradle-plugin,T,7.1,0,7,7,0,0,4,84
int128/appengine-spring-boot-plugin:acceptance-test,T,4.3.1,0,3,0,3,0,6,124
kontext-e/jqa-gradle,T,5.6.3,0,1,1,0,0,1,60
portingle/classpathHell,T,7.3,0,8,8,0,0,17,22036
yuchan-archive/spring-sample,T,3.3,0,1,1,0,0,1,60
AndreaGhizzoni/JDrive,T,2.11,0,7,6,1,0,19,72
unknowIfGuestInDream/genCode-gradle,T,7.5.1,0,22,15,2,5,10,84
helalkhansohel/Java_Junit_Gradle_Automation,T,7.2,0,19,0,19,0,1,208
jreleaser/jreleaser:jreleaser-bluesky-java-sdk,T,7.6.1,0,,,,,31,80
jreleaser/jreleaser:jreleaser-config-json,T,7.6.1,0,,,,,37,80
jreleaser/jreleaser:jreleaser-config-toml,T,7.6.1,0,,,,,42,80
jreleaser/jreleaser:jreleaser-config-yaml,T,7.6.1,0,,,,,47,80
jreleaser/jreleaser:jreleaser-discourse-java-sdk,T,7.6.1,0,,,,,53,84
jreleaser/jreleaser:jreleaser-git-java-sdk,T,7.6.1,0,,,,,63,96
jreleaser/jreleaser:jreleaser-github-java-sdk,T,7.6.1,0,,,,,70,88
jreleaser/jreleaser:jreleaser-logger-api,T,7.6.1,0,,,,,82,80
jreleaser/jreleaser:jreleaser-mastodon-java-sdk,T,7.6.1,0,,,,,88,84
jreleaser/jreleaser:jreleaser-model-api,T,7.6.1,0,,,,,93,188
jreleaser/jreleaser:jreleaser-model-impl,T,7.6.1,0,,,,,96,88
jreleaser/jreleaser:jreleaser-sdkman-java-sdk,T,7.6.1,0,,,,,105,108
jreleaser/jreleaser:jreleaser-slack-java-sdk,T,7.6.1,0,,,,,111,80
jreleaser/jreleaser:jreleaser-smtp-java-sdk,T,7.6.1,0,,,,,114,80
jreleaser/jreleaser:jreleaser-telegram-java-sdk,T,7.6.1,0,,,,,121,84
jreleaser/jreleaser:jreleaser-templates,T,7.6.1,0,,,,,123,76
jreleaser/jreleaser:jreleaser-utils,T,7.6.1,0,,,,,131,148
jreleaser/jreleaser:jreleaser-zulip-java-sdk,T,7.6.1,0,,,,,137,80
spockframework/spock-example,T,7.5.1,0,40,40,0,0,3,200
radarsh/gradle-test-logger-plugin,T,7.5.1,0,358,358,0,0,16,1960
scana/ok-gradle:plugin,T,6.8,0,10,10,0,0,14,60
vanilla-project/java-gradle-command-line,T,4.2.1,0,2,2,0,0,0,64
JavaanseHZ/cluecumber-report-gradle-plugin,T,5.6.2,0,2,2,0,0,9,112
TomashGombosh/java-api-test-demo,T,6.6,0,,,,,5,108
ForlornDark/hybrid:test,T,6.0.1,0,1,1,0,0,9,60
Rotzlucky/adventOfCode-web,T,4.10.2,0,19,18,1,0,8,92
Softeq/itest-gradle-plugin,T,5.6.2,0,11,11,0,0,9,100
miho/VMF:vmf,T,7.4,0,6,6,0,0,14,56
ihoneymon/rocking-the-gradle:rocking-core,T,1.8,0,2,2,0,0,1,64
ihoneymon/rocking-the-gradle:rocking-web,T,1.8,0,1,1,0,0,2,64
myifeng/upload-download-java,T,7.0.2,0,5,5,0,0,6,64
gingeleski/helloworld-cucumber-java-gradle,T,6.0.1,0,1,1,0,0,1,64
int128/gradle-starter,T,6.5.1,0,2,0,2,0,1,100
theapache64/gpm,T,7.2,0,36,35,1,0,19,104
avast/gradle-dependencies-viewer,T,7.2,0,3,3,0,0,8,72
MobileUpLLC/Module-Graph-Gradle-Plugin,T,7.1,0,10,10,0,0,22,64
JonasHavers/groovier-java-compilation,T,4.6,0,4,4,0,0,1,92
GeekBotDevelopments/GeekBot,T,6.6.1,0,74,74,0,0,5,68
gclayburg/dockerPreparePlugin,T,4.10,0,39,6,27,6,5,264
oldratlee/java-modern-tech-practice:application,T,4.8.1,0,1,1,0,0,9,68
oldratlee/java-modern-tech-practice:library,T,4.8.1,0,1,1,0,0,13,68
jhipster/jhipster-sample-app-gradle,T,7.4.2,0,32,32,0,0,24,72
tom-mayer/java-boilerplate,T,4.10,0,1,1,0,0,1,60
hdp0720/websocket,T,6.3,0,1,0,1,0,4,84
slamdev/swagger-gradle-plugin,T,6.5,0,2,2,0,0,6,100
b3er/gradle-local-properties-plugin,T,3.3,0,1,1,0,0,4,100
template-repository/gradle-template-repository,T,5.2.1,0,1,1,0,0,0,64
harishkannarao/gradle-spring-boot:application,T,7.6,0,6,6,0,0,4,64
harishkannarao/gradle-spring-boot:integration-test,T,7.6,0,14,14,0,0,20,108
harishkannarao/gradle-spring-boot:integration-test-feature-toggle,T,7.6,0,1,1,0,0,30,108
harishkannarao/gradle-spring-boot:qa-acceptance-test,T,7.6,0,,,,,32,120
harishkannarao/gradle-spring-boot:test-common,T,7.6,0,,,,,33,64
teampple/Teampple_Backend,T,7.6,0,1,0,1,0,2,60
afbjorklund/gradle-memcached-plugin,T,4.8,0,6,0,6,0,2,148
simplesolutiondev/JUnit5WithGradle,T,5.4.1,0,1,1,0,0,1,64
calliduslynx/gradle-log-on-failure,T,4.5.1,0,4,2,2,0,0,88
Cent-Developers/Captain-Utilities,T,6.3,0,2,2,0,0,1,60
moonk1d/gradle_junit5_logback_cucumber_selenide_allure,T,6.8,0,3,2,1,0,6,80
shevek/gradle-sablecc-plugin,T,5.6,0,7,2,5,0,12,188
zhurlik/gradle-swagger-plugin,T,4.0.1,0,3,2,1,0,18,312
jojoldu/gradle-multi-module-coveralls:core,T,4.5.1,0,1,0,1,0,7,124
jojoldu/gradle-multi-module-coveralls:external,T,4.5.1,0,2,2,0,0,17,136
jojoldu/gradle-multi-module-coveralls:web,T,4.5.1,0,2,0,2,0,30,140
hmmferreira/ninja-framework-with-gradle:ninja-webapp,T,2.10,0,2,2,0,0,4,108
rocketseat-creators-program/criando-framework-testes-api-java-restassured-junit5-gradle-2021-01-24,T,6.7,0,1,0,1,0,4,120
rodrigoboni/springboot-aws-docker,T,4.8.1,0,2,0,2,0,2,96
wooga/atlas-build-unity,T,6.9,0,15,15,0,0,13,108
codeghoul/github-actions-spring,T,6.3,0,3,3,0,0,14,116
SWM-Retriever/Server,T,7.5,0,65,62,3,0,2,60
Ryan-Miao/springboot-demo-gradle,T,3.1,0,13,0,2,11,9,128
nebula-plugins/nebula-grails-plugin,T,7.5,0,30,23,6,1,40,376
HexoMod-tools/gradle-macro-preprocessor-plugin,T,4.10.3,0,14,14,0,0,1,64
otto-de/gradle-projectversion,T,6.7.1,0,20,20,0,0,5,100
ocroquette/gradle-extools,T,7.3,0,71,71,0,0,36,64
Clashsoft/Angular-Gradle,T,6.1.1,0,3,2,1,0,6,124
extremecode716/Spring-Boot-Test,T,7.0.2,0,10,7,3,0,14,136
kwanik-kor/advanced_java,T,7.4.1,0,6,6,0,0,0,60
IoNakamura/AutoAvianca,T,6.1.1,0,1,0,1,0,6,124
we-are-dj/server,T,7.1.1,0,55,55,0,0,57,264
pocolifo/rest-client-framework,T,7.3,0,4,4,0,0,2,60
kirlionik/cucumber-allure-plugin-gradle-examples,T,2.13,0,1,0,1,0,1,72
jastadd/jastaddgradle,T,6.9.1,0,23,23,0,0,36,100
wpilibsuite/wpilib-version-plugin,T,7.5.1,0,16,16,0,0,9,64
jochenberger/gradle-lein,T,3.0,0,7,0,7,0,2,156
seabornlee/fizzbuzz-gradle-scaffold,T,4.10,0,1,1,0,0,1,60
darrendanvers/pmd-gradle-example,T,6.3,0,1,1,0,0,1,60
seakayone/cicd-gradle-version-plugin:gradle-version-plugin,T,6.5,0,2,2,0,0,14,116
wkrzywiec/ParkingManager,T,3.5,0,7,7,0,0,0,60
shevek/gradle-stdproject-plugin,T,5.6,0,3,3,0,0,15,100
hierynomus/scalariform-gradle-plugin,T,5.2.1,0,15,15,0,0,12,116
alexman-git/aqa_2.1_CardOrderTest_selenium,T,7.1,0,34,0,34,0,5,460
jdappel/android-gradle-aspectj:android-gradle-aspectj,T,4.10.2,0,11,11,0,0,7,104
formkiq/graalvm-native-plugin,T,7.5.1,0,1,1,0,0,7,100
Almighty-Alpaca/JDA-Butler:bot,T,6.5,0,18,18,0,0,9,64
aakashsankritya/Doctors-Appointment-Booking-App-backend,T,6.6.1,0,1,1,0,0,2,64
AhmedElshalTester/Automation-Testing-of-ECommerce-WebsiteUsingGradleSeleniumFramework,T,5.2.1,0,6,0,1,5,3,80
JohnXB/questionnaire.java,T,4.5.1,0,1,0,1,0,3,72
arpitgo4/ToupcamWrapper,T,2.6,0,3,0,0,3,1,60
jx2lee/java-application-test,T,7.1.1,0,76,72,0,4,5,1276
bottom-software-foundation/bottom-java,T,6.7.1,0,12,12,0,0,1,60
NoahFrank/mindex-java-challenge-solution,T,6.3,0,5,5,0,0,9,164
Kotlin/kotlinx-benchmark:integration,T,7.4.2,0,6,4,0,2,237,68
marklogic-community/marklogic-unit-test:marklogic-junit5,T,7.5.1,0,4,0,4,0,3,136
marklogic-community/marklogic-unit-test:marklogic-unit-test-client,T,7.5.1,0,,,,,5,100
rewe-digital-incubator/frost,T,6.5,0,8,8,0,0,24,100
seriwb/kotlin-api-sample,T,4.6,0,1,1,0,0,15,132
boris-t/selenide-junit5-extent-report,T,4.10.3,0,3,0,3,0,3,84
nomisp/confluence-publisher-plugin,T,7.2,0,1,1,0,0,2,60
franciscozuccala/inhibitor-plugin,T,4.1,0,3,1,2,0,4,124
MikJg1119/HomeLibrarySpringBoot,T,7.1.1,0,1,0,1,0,12,104
Samasaur1/Utilities,T,4.10,0,48,48,0,0,1,280
jnellis/jmh-gradle:examples:base,T,5.4.1,0,9,9,0,0,2,92
dev-fjk/spring-gradle-template,T,7.1.1,0,3,3,0,0,16,80
codingspecialist/Springboot-Gradle-RestDoc,T,7.6.1,0,7,7,0,0,1,64
platanus-kr/actions-for-gradle,T,7.4.1,0,1,1,0,0,1,60
jinwoo1004/spboot-gradle-jpa,T,6.2.2,0,4,4,0,0,10,128
fkwsur/Java_Todo_JPA_Gradle,T,7.5,0,1,0,1,0,1,60
pasinduf/web-api-gradle,T,6.0,0,2,1,1,0,60,120
uklance/gradle-dependency-export,T,5.2.1,0,5,0,5,0,3,220
sponiro/gradle-nar-plugin,T,6.1.1,0,5,5,0,0,5,100
uklance/gradle-java-monkey-patch:spring-patch-consumer,T,4.1,0,1,1,0,0,1,72
cdancy/gradle-artifactory-rest-plugin,T,6.7.1,0,41,41,0,0,28,100
ADTRAN/gradle-betablocker-plugin,T,6.3,0,10,10,0,0,6,100
shevek/gradle-jnaerator-plugin,T,5.6,0,2,2,0,0,7,100
Decathlon/gradle-plugin-phraseapp:client,T,7.2,0,63,63,0,0,7,68
keeleys/graphQl-book-details,T,5.6.4,0,1,1,0,0,6,72
f-lab-edu/SSKA,T,7.5.1,0,33,32,1,0,1,56
queryhub/queryhub,T,6.0.1,0,47,47,0,0,3,60
tyazhovkin/Simple-Banking-System,T,7.2,0,7,7,0,0,1,60
dkorotych/gradle-maven-exec-plugin,T,6.0.1,0,611,611,0,0,2,64
birkanpala/everon,T,5.4.1,0,30,30,0,0,14,76
denorian/mySarafan,T,6.0.1,0,1,0,1,0,6,96
Nickgraviton/pharmasea,T,7.4,0,24,3,11,10,3,1124
NibrazKhan/Appium_Basic_Calculator_Automation,T,7.4,0,5,0,1,4,0,64
e13mort/stf-gradle-plugin:gradle-plugin,T,6.8.3,0,4,4,0,0,2,64
Ventiv-Technology/ventiv-buildtools,T,5.6.4,0,97,37,59,1,20,992
brightsparklabs/gradle-multi-git,T,2.14,0,3,3,0,0,7,100
sahbi-ktifa/dailyheroes,T,3.5.1,0,7,7,0,0,1,96
StarChart-Labs/flare-publishing-plugins,T,5.0,0,57,57,0,0,9,104
MTSKaioken/EstagioPadawan,T,7.1.1,0,1,1,0,0,9,64
spring-org/realworld-springboot-monolith,T,7.1.1,0,88,87,1,0,61,236
ricardo-ribeiro/SpringBootWebRabbitMQAndKafka,T,4.10.3,0,9,9,0,0,19,212
samujjwaal/IntelliJ-DP-Generator-Plugin,T,5.2.1,0,6,4,2,0,3,84
dawnwords/jacoco-badge-gradle-plugin,T,5.3.1,0,20,20,0,0,5,64
hierynomus/jython-gradle-plugin,T,4.9,0,23,6,17,0,21,1520
xenit-eu/alfresco-gradle-sdk,T,5.6.1,0,17,17,0,0,10,100
gradle/gradle-java-modules,T,4.1,0,3,0,0,3,2,92
macedoj/java-var-type-inference,T,5.2.1,0,4,4,0,0,2,60
franchoo/staff-payroll,T,4.8.1,0,2,0,2,0,18,136
sebastiankutschbach/obd2,T,5.2.1,0,200,199,0,1,1,60
mkristiansen/gradle-plantuml-mk-plugin,T,3.5,0,3,3,0,0,6,100
yahoo/parsec-libraries:parsec-clients,T,5.2.1,0,114,109,5,0,1,60
yahoo/parsec-libraries:parsec-config,T,5.2.1,0,24,24,0,0,1,60
yahoo/parsec-libraries:parsec-constraint-validators,T,5.2.1,0,59,59,0,0,1,64
yahoo/parsec-libraries:parsec-validation,T,5.2.1,0,9,9,0,0,3,64
yahoo/parsec-libraries:parsec-web-utils,T,5.2.1,0,7,7,0,0,6,100
riiid/gradle-github-plugin,T,2.1,0,1,1,0,0,4,100
jmprathab/MyHome:integration-tests,T,6.3,0,1,1,0,0,18,184
jmprathab/MyHome:service,T,6.3,0,161,161,0,0,27,64
kennedykori/SimpleEvents,T,5.6.1,0,45,45,0,0,74,260
gusti-syahputera/aplikasi-keuangan-keluarga,T,5.4.1,0,64,64,0,0,2,100
ismaelsadeghicode/upload-downloading-file,T,6.4.1,0,1,0,1,0,6,100
Shpota/grpc-wallet,T,5.4.1,0,9,9,0,0,9,96
TEAM-10612/TeamCamp,T,6.9.1,0,114,114,0,0,20,112
GoogleCloudPlatform/endpoints-framework-gradle-plugin,T,6.9,0,14,14,0,0,26,104
tsundberg/gradle-cucumber-runner,T,5.2.1,0,43,43,0,0,2,60
gitpod-io/template-java-spring-boot-gradle,T,7.4.1,0,1,1,0,0,1,64
an1meshk/git-pre-commit,T,7.1.1,0,1,1,0,0,3,60
readonlyden/GradleTemplate,T,6.8,0,1,1,0,0,1,60
denny-imanuel/GradleDocker,T,7.1,0,1,1,0,0,1,60
tsuyopon/GradleApp:app,T,7.2,0,1,1,0,0,0,60
tsuyopon/GradleApp:lib,T,7.2,0,1,1,0,0,0,60
tsuyopon/GradleApp:services:app,T,7.2,0,1,1,0,0,0,60
medly/inception,T,7.0.1,0,7,7,0,0,37,60
istresearch/galton,T,4.6,0,12,12,0,0,223,60
gwonsungjun/gradle-multi-module:sample-admin,T,4.10.3,0,1,1,0,0,8,108
gwonsungjun/gradle-multi-module:sample-api,T,4.10.3,0,1,1,0,0,15,104
gwonsungjun/gradle-multi-module:sample-common,T,4.10.3,0,1,1,0,0,20,88
thokari/gradle-workshop:examples:07-java-project,T,4.2,0,1,1,0,0,1,68
JetBrains/ij_tutorial_gradle,T,7.1,0,4,4,0,0,1,60
fletcher86/simple-rest-service,T,4.6,0,2,2,0,0,7,132
taavikybar/console-draw,T,4.10.2,0,92,92,0,0,1,60
redskap/swagger-brake-gradle,T,6.5.1,0,26,26,0,0,13,100
cescoffier/quarkus-quickstart-gradle,T,6.5.1,0,1,1,0,0,10,64
beekpr/beekeeper-gradle-plugins:beekeeper-dependency-updates-plugin,T,7.6,0,,,,,2,68
beekpr/beekeeper-gradle-plugins:beekeeper-formatter-plugin,T,7.6,0,,,,,2,68
beekpr/beekeeper-gradle-plugins:beekeeper-license-check-plugin,T,7.6,0,,,,,2,68
beekpr/beekeeper-gradle-plugins:beekeeper-plugin,T,7.6,0,,,,,3,68
beekpr/beekeeper-gradle-plugins:beekeeper-security-plugin,T,7.6,0,,,,,3,68
panpf/maven-publish-gradle-plugin:plugin,T,7.2,0,5,0,5,0,8,144
unchai/checkstyle-github-gradle-plugin,T,6.0.1,0,3,0,3,0,3,116
yanghs88/spring-database,T,5.4.1,0,1,0,1,0,8,116
jxnet/Gjnp,T,4.0,0,2,2,0,0,3,92
komputing/KBIP44:kbip44,T,7.0.2,0,7,7,0,0,3,60
charmdong/Spring_JPA_Shop,T,7.1.1,0,1,1,0,0,13,288
mxab/docker-gradle-problem,T,5.0,0,1,1,0,0,0,60
martijndwars/markdown-gradle-plugin,T,5.6.4,0,2,2,0,0,9,72
ftvkyo/pt-strategy,T,4.0,0,10,10,0,0,1,92
brunodles/IpGetter,T,4.7,0,44,44,0,0,6,100
kfmovin/java-rest-api,T,6.0.1,0,9,9,0,0,5,72
madhavi1411/gradle-spring-boot-project-for-elasticsearch6-without-spring-data-elasticsearch,T,3.5.1,0,2,0,2,0,8,148
DanielArturoAlejoAlvarez/Spring-Boot-Gradle-Spring-Security,T,6.7.1,0,1,0,1,0,6,96
shevek/gradle-velocity-plugin,T,5.6,0,4,4,0,0,13,100
getgauge/gauge-gradle-plugin:plugin,T,6.3,0,6,6,0,0,5,100
nnson0310/Gradle_project_sample_automation_framework,T,6.8,0,3,0,2,1,3,108
SteFletcher/gradle-javabase-plugin,T,2.14.1,0,4,0,4,0,10,568
novokrest/gradle-dependencies-analyzer,T,3.4,0,13,7,6,0,2,216
rajvimalc/date-picker-plugin,T,5.2.1,0,33,33,0,0,2,60
hiromia006/orangehrmlive-webtestautomation,T,5.2.1,0,16,0,8,8,852,276
